CMDLINE python do_LUVex_survey.py
MEM 526.566406 1648155715.0177
MEM 522.507812 1648155715.1346
MEM 526.566406 1648155715.2513
MEM 526.503906 1648155715.3676
MEM 526.601562 1648155715.4858
MEM 526.601562 1648155715.6031
MEM 526.605469 1648155715.7197
MEM 526.605469 1648155715.8365
MEM 526.605469 1648155715.9533
MEM 526.609375 1648155716.0703
MEM 526.644531 1648155716.1890
MEM 526.644531 1648155716.3058
MEM 526.644531 1648155716.4227
MEM 526.644531 1648155716.5397
MEM 526.644531 1648155716.6565
MEM 526.648438 1648155716.7736
MEM 526.648438 1648155716.8921
MEM 526.679688 1648155717.0090
MEM 526.679688 1648155717.1261
MEM 524.167969 1648155717.2431
MEM 524.171875 1648155717.3602
MEM 526.171875 1648155717.4774
MEM 524.175781 1648155717.5945
MEM 523.402344 1648155717.7117
MEM 522.664062 1648155717.8285
MEM 522.664062 1648155717.9454
MEM 522.664062 1648155718.0619
MEM 522.667969 1648155718.1779
MEM 522.667969 1648155718.2956
MEM 522.410156 1648155718.4114
MEM 522.410156 1648155718.5276
MEM 519.671875 1648155718.6448
MEM 519.929688 1648155718.7614
MEM 522.441406 1648155718.8793
MEM 526.757812 1648155718.9960
MEM 526.757812 1648155719.1116
MEM 522.699219 1648155719.2286
MEM 526.757812 1648155719.3449
MEM 526.757812 1648155719.4619
MEM 522.730469 1648155719.5786
MEM 526.789062 1648155719.6944
MEM 526.792969 1648155719.8114
MEM 522.734375 1648155719.9283
MEM 526.792969 1648155720.0453
MEM 526.796875 1648155720.1619
MEM 526.285156 1648155720.2796
MEM 526.285156 1648155720.3967
MEM 524.316406 1648155720.5138
MEM 518.972656 1648155720.6310
MEM 519.484375 1648155720.7479
MEM 520.000000 1648155720.8647
MEM 520.257812 1648155720.9813
MEM 522.769531 1648155721.0993
MEM 522.257812 1648155721.2155
MEM 520.171875 1648155721.3322
MEM 520.031250 1648155721.4489
MEM 520.285156 1648155721.5656
MEM 520.289062 1648155721.6822
MEM 522.542969 1648155721.8001
MEM 522.292969 1648155721.9163
MEM 522.292969 1648155722.0326
MEM 519.777344 1648155722.1492
MEM 519.042969 1648155722.2663
MEM 520.328125 1648155722.3852
MEM 526.898438 1648155722.5022
MEM 522.839844 1648155722.6192
MEM 519.042969 1648155722.7358
MEM 526.898438 1648155722.8515
MEM 522.839844 1648155722.9685
MEM 522.839844 1648155723.0864
MEM 522.871094 1648155723.2029
MEM 522.871094 1648155723.3192
MEM 522.871094 1648155723.4355
MEM 522.871094 1648155723.5518
MEM 522.871094 1648155723.6676
MEM 522.875000 1648155723.7838
MEM 522.363281 1648155723.9001
MEM 522.363281 1648155724.0166
MEM 522.398438 1648155724.1352
MEM 520.140625 1648155724.2519
MEM 520.140625 1648155724.3685
MEM 522.398438 1648155724.4861
MEM 526.968750 1648155724.6026
MEM 526.968750 1648155724.7183
MEM 522.910156 1648155724.8353
MEM 526.968750 1648155724.9509
MEM 527.000000 1648155725.0688
MEM 522.941406 1648155725.1851
MEM 527.000000 1648155725.3020
MEM 527.000000 1648155725.4180
MEM 522.941406 1648155725.5349
MEM 527.000000 1648155725.6516
MEM 527.000000 1648155725.7693
MEM 527.000000 1648155725.8855
MEM 527.000000 1648155726.0016
MEM 527.035156 1648155726.1172
MEM 527.035156 1648155726.2335
MEM 527.039062 1648155726.3499
MEM 527.039062 1648155726.4665
MEM 527.039062 1648155726.5831
MEM 527.039062 1648155726.6999
MEM 527.039062 1648155726.8166
MEM 527.039062 1648155726.9333
MEM 527.070312 1648155727.0520
MEM 527.070312 1648155727.1689
MEM 527.070312 1648155727.2857
MEM 527.070312 1648155727.4027
MEM 527.070312 1648155727.5196
MEM 527.070312 1648155727.6365
MEM 527.070312 1648155727.7546
MEM 523.015625 1648155727.8715
MEM 527.105469 1648155727.9877
MEM 527.105469 1648155728.1047
MEM 523.050781 1648155728.2214
MEM 523.050781 1648155728.3390
MEM 527.109375 1648155728.4557
MEM 527.113281 1648155728.5713
MEM 523.054688 1648155728.6882
MEM 527.113281 1648155728.8045
MEM 527.113281 1648155728.9214
MEM 527.144531 1648155729.0393
MEM 519.289062 1648155729.1548
MEM 527.144531 1648155729.2721
MEM 523.085938 1648155729.3887
MEM 519.289062 1648155729.5053
MEM 527.144531 1648155729.6220
MEM 527.144531 1648155729.7386
MEM 527.144531 1648155729.8556
MEM 527.144531 1648155729.9728
MEM 527.175781 1648155730.0898
MEM 527.179688 1648155730.2069
MEM 527.179688 1648155730.3274
MEM 527.179688 1648155730.4461
MEM 523.125000 1648155730.5627
MEM 527.183594 1648155730.6788
MEM 527.183594 1648155730.7956
MEM 523.125000 1648155730.9120
MEM 527.183594 1648155731.0293
MEM 527.183594 1648155731.1453
MEM 523.125000 1648155731.2618
MEM 527.183594 1648155731.3785
MEM 527.183594 1648155731.4941
MEM 523.125000 1648155731.6125
MEM 523.125000 1648155731.7317
MEM 523.125000 1648155731.8480
MEM 523.125000 1648155731.9641
MEM 522.644531 1648155732.0809
MEM 519.359375 1648155732.1980
MEM 520.644531 1648155732.3156
MEM 523.160156 1648155732.4341
MEM 522.648438 1648155732.5502
MEM 522.648438 1648155732.6665
MEM 520.652344 1648155732.7830
MEM 522.652344 1648155732.8999
MEM 522.906250 1648155733.0177
MEM 523.164062 1648155733.1359
MEM 522.652344 1648155733.2524
MEM 522.652344 1648155733.3688
MEM 520.652344 1648155733.4853
MEM 522.906250 1648155733.6032
MEM 527.222656 1648155733.7210
MEM 527.222656 1648155733.8370
MEM 523.164062 1648155733.9526
MEM 519.398438 1648155734.0714
MEM 527.253906 1648155734.1873
MEM 527.000000 1648155734.3030
MEM 523.199219 1648155734.4197
MEM 527.257812 1648155734.5355
MEM 527.261719 1648155734.6545
MEM 523.203125 1648155734.7703
MEM 527.261719 1648155734.8859
MEM 527.261719 1648155735.0036
MEM 527.261719 1648155735.1212
MEM 527.261719 1648155735.2390
MEM 519.406250 1648155735.3620
MEM 527.261719 1648155735.4779
MEM 523.203125 1648155735.5934
MEM 527.261719 1648155735.7091
MEM 527.261719 1648155735.8280
MEM 523.203125 1648155735.9456
MEM 527.261719 1648155736.0612
MEM 527.261719 1648155736.1791
MEM 523.230469 1648155736.2986
MEM 523.234375 1648155736.4152
MEM 519.949219 1648155736.5322
MEM 527.292969 1648155736.6479
MEM 523.238281 1648155736.7634
MEM 519.441406 1648155736.8830
MEM 527.296875 1648155736.9990
MEM 523.242188 1648155737.1149
MEM 523.242188 1648155737.2317
MEM 527.300781 1648155737.3475
MEM 527.300781 1648155737.4635
MEM 523.242188 1648155737.5793
MEM 527.300781 1648155737.6949
MEM 527.300781 1648155737.8110
MEM 523.242188 1648155737.9265
MEM 519.445312 1648155738.0451
MEM 527.300781 1648155738.1610
MEM 523.242188 1648155738.2770
MEM 519.445312 1648155738.3958
MEM 519.476562 1648155738.5135
MEM 527.332031 1648155738.6372
MEM 523.277344 1648155738.7531
MEM 527.335938 1648155738.8686
MEM 527.335938 1648155738.9853
MEM 523.281250 1648155739.1012
MEM 519.484375 1648155739.2182
MEM 527.339844 1648155739.3427
MEM 523.285156 1648155739.4585
MEM 527.343750 1648155739.5741
MEM 527.343750 1648155739.6920
MEM 523.285156 1648155739.8079
MEM 519.488281 1648155739.9243
MEM 527.343750 1648155740.0480
MEM 523.285156 1648155740.1658
MEM 527.343750 1648155740.2814
MEM 527.343750 1648155740.3989
MEM 523.285156 1648155740.5147
MEM 519.488281 1648155740.6330
MEM 527.375000 1648155740.7489
MEM 523.316406 1648155740.8646
MEM 519.519531 1648155740.9842
MEM 527.375000 1648155741.1018
MEM 523.320312 1648155741.2175
MEM 523.320312 1648155741.3344
MEM 527.382812 1648155741.4501
MEM 527.382812 1648155741.5683
MEM 523.324219 1648155741.6861
MEM 527.382812 1648155741.8015
MEM 527.382812 1648155741.9199
MEM 524.871094 1648155742.0373
MEM 519.527344 1648155742.1589
MEM 527.382812 1648155742.2749
MEM 523.324219 1648155742.3904
MEM 519.527344 1648155742.5103
MEM 527.382812 1648155742.6262
MEM 527.382812 1648155742.7426
MEM 523.324219 1648155742.8582
MEM 527.414062 1648155742.9742
MEM 527.414062 1648155743.0934
MEM 523.355469 1648155743.2092
MEM 527.414062 1648155743.3251
MEM 527.414062 1648155743.4441
MEM 523.359375 1648155743.5619
MEM 527.417969 1648155743.6775
MEM 527.421875 1648155743.7949
MEM 523.363281 1648155743.9107
MEM 519.566406 1648155744.0274
MEM 527.421875 1648155744.1524
MEM 523.363281 1648155744.2681
MEM 527.421875 1648155744.3838
MEM 527.421875 1648155744.5019
MEM 523.363281 1648155744.6176
MEM 519.566406 1648155744.7349
MEM 527.421875 1648155744.8509
MEM 523.363281 1648155744.9663
MEM 527.421875 1648155745.0839
MEM 527.453125 1648155745.2019
MEM 523.394531 1648155745.3178
MEM 527.453125 1648155745.4333
MEM 527.457031 1648155745.5513
MEM 523.398438 1648155745.6671
MEM 527.457031 1648155745.7826
MEM 527.460938 1648155745.9007
MEM 523.402344 1648155746.0164
MEM 527.460938 1648155746.1328
MEM 527.460938 1648155746.2544
MEM 523.402344 1648155746.3700
MEM 527.460938 1648155746.4856
MEM 527.460938 1648155746.6018
MEM 524.175781 1648155746.7198
MEM 519.605469 1648155746.8403
MEM 527.460938 1648155746.9561
MEM 523.402344 1648155747.0719
MEM 519.605469 1648155747.1915
MEM 527.460938 1648155747.3075
MEM 529.414062 1648155747.4242
MEM 525.421875 1648155747.5401
MEM 529.480469 1648155747.6562
MEM 529.480469 1648155747.7754
MEM 525.425781 1648155747.8911
MEM 529.484375 1648155748.0066
MEM 529.484375 1648155748.1226
MEM 525.429688 1648155748.2399
MEM 521.632812 1648155748.3593
MEM 529.488281 1648155748.4752
MEM 525.429688 1648155748.5911
MEM 525.429688 1648155748.7082
MEM 529.488281 1648155748.8243
MEM 529.488281 1648155748.9435
MEM 525.429688 1648155749.0593
MEM 529.488281 1648155749.1747
MEM 529.488281 1648155749.2929
MEM 525.429688 1648155749.4088
MEM 529.488281 1648155749.5246
MEM 529.488281 1648155749.6428
MEM 525.445312 1648155749.7585
MEM 529.503906 1648155749.8741
MEM 529.507812 1648155749.9901
MEM 525.449219 1648155750.1056
MEM 521.656250 1648155750.2243
MEM 529.511719 1648155750.3402
MEM 525.453125 1648155750.4559
MEM 525.457031 1648155750.5723
MEM 529.515625 1648155750.6881
MEM 529.515625 1648155750.8073
MEM 525.457031 1648155750.9231
MEM 529.515625 1648155751.0391
MEM 529.515625 1648155751.1567
MEM 529.515625 1648155751.2742
MEM 521.660156 1648155751.3975
MEM 529.515625 1648155751.5134
MEM 525.457031 1648155751.6292
MEM 521.660156 1648155751.7487
MEM 529.515625 1648155751.8647
MEM 529.531250 1648155751.9807
MEM 521.675781 1648155752.1012
MEM 529.531250 1648155752.2242
MEM 525.476562 1648155752.3420
MEM 529.535156 1648155752.4575
MEM 529.535156 1648155752.5754
MEM 525.480469 1648155752.6913
MEM 521.683594 1648155752.8079
MEM 529.539062 1648155752.9306
MEM 525.480469 1648155753.0483
MEM 529.539062 1648155753.1639
MEM 529.539062 1648155753.2820
MEM 525.480469 1648155753.3978
MEM 521.683594 1648155753.5155
MEM 529.539062 1648155753.6384
MEM 525.480469 1648155753.7542
MEM 529.539062 1648155753.8699
MEM 529.539062 1648155753.9880
MEM 525.480469 1648155754.1038
MEM 521.683594 1648155754.2203
MEM 529.554688 1648155754.3430
MEM 525.496094 1648155754.4589
MEM 529.554688 1648155754.5744
MEM 529.558594 1648155754.6924
MEM 525.500000 1648155754.8082
MEM 521.703125 1648155754.9247
MEM 529.562500 1648155755.0473
MEM 525.503906 1648155755.1632
MEM 529.562500 1648155755.2788
MEM 529.562500 1648155755.3970
MEM 525.503906 1648155755.5129
MEM 529.562500 1648155755.6285
MEM 529.562500 1648155755.7458
MEM 525.503906 1648155755.8617
MEM 529.562500 1648155755.9773
MEM 529.562500 1648155756.0954
MEM 529.562500 1648155756.2132
MEM 525.503906 1648155756.3291
MEM 529.562500 1648155756.4445
MEM 529.562500 1648155756.5625
MEM 525.523438 1648155756.6785
MEM 529.582031 1648155756.7941
MEM 529.582031 1648155756.9103
MEM 525.527344 1648155757.0258
MEM 521.730469 1648155757.1439
MEM 529.585938 1648155757.2600
MEM 525.527344 1648155757.3756
MEM 521.730469 1648155757.4945
MEM 529.585938 1648155757.6105
MEM 525.527344 1648155757.7262
MEM 521.730469 1648155757.8458
MEM 529.585938 1648155757.9617
MEM 525.527344 1648155758.0776
MEM 525.527344 1648155758.1940
MEM 529.585938 1648155758.3095
MEM 529.585938 1648155758.4278
MEM 525.527344 1648155758.5435
MEM 529.585938 1648155758.6591
MEM 529.585938 1648155758.7765
MEM 527.042969 1648155758.8935
MEM 529.601562 1648155759.0092
MEM 529.605469 1648155759.1273
MEM 525.546875 1648155759.2432
MEM 529.605469 1648155759.3588
MEM 529.609375 1648155759.4770
MEM 525.550781 1648155759.5948
MEM 529.609375 1648155759.7104
MEM 525.550781 1648155759.8263
MEM 529.609375 1648155759.9419
MEM 529.609375 1648155760.0583
MEM 525.550781 1648155760.1740
MEM 521.753906 1648155760.2926
MEM 529.609375 1648155760.4103
MEM 525.550781 1648155760.5261
MEM 529.609375 1648155760.6415
MEM 529.609375 1648155760.7577
MEM 521.753906 1648155760.8802
MEM 529.609375 1648155760.9970
MEM 529.613281 1648155761.1135
MEM 529.613281 1648155761.2314
MEM 529.628906 1648155761.3483
MEM 529.632812 1648155761.4646
MEM 529.632812 1648155761.5804
MEM 529.636719 1648155761.6964
MEM 529.636719 1648155761.8126
MEM 529.636719 1648155761.9293
MEM 529.636719 1648155762.0477
MEM 529.636719 1648155762.1641
MEM 529.636719 1648155762.2809
MEM 529.636719 1648155762.3978
MEM 529.636719 1648155762.5146
MEM 529.636719 1648155762.6315
MEM 529.636719 1648155762.7515
MEM 529.636719 1648155762.8680
MEM 529.636719 1648155762.9848
MEM 529.636719 1648155763.1016
MEM 529.636719 1648155763.2186
MEM 529.609375 1648155763.3355
MEM 529.656250 1648155763.4548
MEM 529.660156 1648155763.5711
MEM 529.660156 1648155763.6877
MEM 529.660156 1648155763.8045
MEM 529.660156 1648155763.9209
MEM 529.660156 1648155764.0377
MEM 529.660156 1648155764.1564
MEM 529.660156 1648155764.2731
MEM 529.660156 1648155764.3899
MEM 529.660156 1648155764.5067
MEM 529.660156 1648155764.6235
MEM 529.660156 1648155764.7406
MEM 529.660156 1648155764.8594
MEM 525.601562 1648155764.9761
MEM 529.660156 1648155765.0927
MEM 525.601562 1648155765.2095
MEM 521.804688 1648155765.3251
MEM 529.664062 1648155765.4424
MEM 529.679688 1648155765.5595
MEM 529.679688 1648155765.6768
MEM 529.683594 1648155765.7941
MEM 521.828125 1648155765.9175
MEM 529.683594 1648155766.0334
MEM 529.683594 1648155766.1523
MEM 525.625000 1648155766.2681
MEM 529.683594 1648155766.3836
MEM 529.683594 1648155766.5019
MEM 525.625000 1648155766.6176
MEM 529.683594 1648155766.7333
MEM 529.683594 1648155766.8494
MEM 525.625000 1648155766.9650
MEM 529.683594 1648155767.0806
MEM 529.683594 1648155767.1981
MEM 525.625000 1648155767.3140
MEM 529.687500 1648155767.4296
MEM 529.687500 1648155767.5473
MEM 525.628906 1648155767.6632
MEM 529.691406 1648155767.7788
MEM 529.707031 1648155767.8959
MEM 521.851562 1648155768.0187
MEM 529.707031 1648155768.1348
MEM 529.707031 1648155768.2508
MEM 521.851562 1648155768.3754
MEM 529.707031 1648155768.4931
MEM 525.648438 1648155768.6087
MEM 521.851562 1648155768.7281
MEM 529.707031 1648155768.8440
MEM 529.707031 1648155768.9601
MEM 525.648438 1648155769.0760
MEM 529.707031 1648155769.1917
MEM 529.707031 1648155769.3097
MEM 525.648438 1648155769.4256
MEM 529.707031 1648155769.5413
MEM 529.707031 1648155769.6573
MEM 525.648438 1648155769.7731
MEM 521.855469 1648155769.8918
MEM 529.710938 1648155770.0096
MEM 525.656250 1648155770.1253
MEM 525.621094 1648155770.2419
MEM 529.730469 1648155770.3576
MEM 529.730469 1648155770.4737
MEM 525.671875 1648155770.5896
MEM 529.730469 1648155770.7051
MEM 529.730469 1648155770.8227
MEM 525.671875 1648155770.9385
MEM 529.730469 1648155771.0542
MEM 529.730469 1648155771.1722
MEM 525.671875 1648155771.2880
MEM 529.730469 1648155771.4038
MEM 529.730469 1648155771.5199
MEM 525.671875 1648155771.6361
MEM 521.875000 1648155771.7553
MEM 529.734375 1648155771.8713
MEM 525.675781 1648155771.9870
MEM 521.878906 1648155772.1062
MEM 529.738281 1648155772.2239
MEM 529.738281 1648155772.3460
MEM 525.683594 1648155772.4619
MEM 529.742188 1648155772.5775
MEM 529.757812 1648155772.6954
MEM 525.699219 1648155772.8113
MEM 521.902344 1648155772.9278
MEM 529.757812 1648155773.0516
MEM 525.699219 1648155773.1675
MEM 529.757812 1648155773.2831
MEM 529.757812 1648155773.4009
MEM 525.699219 1648155773.5168
MEM 521.902344 1648155773.6334
MEM 529.757812 1648155773.7581
MEM 525.699219 1648155773.8739
MEM 529.757812 1648155773.9896
MEM 529.757812 1648155774.1079
MEM 525.703125 1648155774.2237
MEM 521.906250 1648155774.3408
MEM 529.761719 1648155774.4567
MEM 525.707031 1648155774.5725
MEM 521.910156 1648155774.6916
MEM 529.765625 1648155774.8081
MEM 525.707031 1648155774.9237
MEM 521.910156 1648155775.0404
MEM 529.781250 1648155775.1642
MEM 525.722656 1648155775.2800
MEM 529.781250 1648155775.3957
MEM 529.781250 1648155775.5138
MEM 525.722656 1648155775.6296
MEM 521.925781 1648155775.7469
MEM 529.781250 1648155775.8688
MEM 525.722656 1648155775.9844
MEM 529.781250 1648155776.1002
MEM 529.781250 1648155776.2189
MEM 525.722656 1648155776.3348
MEM 521.925781 1648155776.4521
MEM 529.781250 1648155776.5681
MEM 525.726562 1648155776.6840
MEM 521.929688 1648155776.8036
MEM 529.789062 1648155776.9195
MEM 525.730469 1648155777.0352
MEM 525.218750 1648155777.1514
MEM 529.789062 1648155777.2674
MEM 529.789062 1648155777.3850
MEM 525.746094 1648155777.5009
MEM 529.804688 1648155777.6165
MEM 529.804688 1648155777.7328
MEM 525.746094 1648155777.8484
MEM 521.949219 1648155777.9672
MEM 529.804688 1648155778.0833
MEM 525.746094 1648155778.1990
MEM 529.804688 1648155778.3149
MEM 529.804688 1648155778.4309
MEM 525.746094 1648155778.5466
MEM 525.953125 1648155778.6625
MEM 529.808594 1648155778.7821
MEM 525.750000 1648155778.8980
MEM 521.957031 1648155779.0154
MEM 529.812500 1648155779.1314
MEM 525.753906 1648155779.2470
MEM 521.957031 1648155779.3666
MEM 529.812500 1648155779.4826
MEM 525.753906 1648155779.5982
MEM 525.242188 1648155779.7144
MEM 529.812500 1648155779.8305
MEM 529.828125 1648155779.9484
MEM 525.769531 1648155780.0663
MEM 529.828125 1648155780.1821
MEM 529.828125 1648155780.2981
MEM 525.769531 1648155780.4136
MEM 529.828125 1648155780.5293
MEM 529.828125 1648155780.6484
MEM 525.769531 1648155780.7643
MEM 521.972656 1648155780.8809
MEM 529.832031 1648155780.9971
MEM 525.773438 1648155781.1128
MEM 525.261719 1648155781.2299
MEM 529.835938 1648155781.3458
MEM 529.835938 1648155781.4617
MEM 529.835938 1648155781.5800
MEM 521.980469 1648155781.6973
MEM 529.835938 1648155781.8140
MEM 529.835938 1648155781.9303
MEM 521.980469 1648155782.0473
MEM 521.980469 1648155782.1655
MEM 521.980469 1648155782.2823
MEM 521.996094 1648155782.3994
MEM 529.687500 1648155782.5164
MEM 529.851562 1648155782.6335
MEM 529.851562 1648155782.7505
MEM 522.000000 1648155782.8694
MEM 529.855469 1648155782.9862
MEM 525.796875 1648155783.1023
MEM 529.855469 1648155783.2205
MEM 529.859375 1648155783.3367
MEM 525.800781 1648155783.4538
MEM 525.292969 1648155783.5727
MEM 529.863281 1648155783.6899
MEM 529.863281 1648155783.8065
MEM 525.804688 1648155783.9229
MEM 522.007812 1648155784.0407
MEM 529.863281 1648155784.1568
MEM 529.863281 1648155784.2749
MEM 529.863281 1648155784.3918
MEM 529.863281 1648155784.5085
MEM 529.863281 1648155784.6253
MEM 529.878906 1648155784.7421
MEM 529.878906 1648155784.8590
MEM 529.878906 1648155784.9775
MEM 529.878906 1648155785.0943
MEM 529.882812 1648155785.2113
MEM 529.882812 1648155785.3284
MEM 529.886719 1648155785.4456
MEM 529.886719 1648155785.5636
MEM 529.886719 1648155785.6822
MEM 529.886719 1648155785.7991
MEM 529.886719 1648155785.9162
MEM 529.886719 1648155786.0333
MEM 529.886719 1648155786.1503
MEM 529.886719 1648155786.2676
MEM 529.886719 1648155786.3863
MEM 529.886719 1648155786.5031
MEM 529.886719 1648155786.6202
MEM 529.886719 1648155786.7372
MEM 529.855469 1648155786.8542
MEM 529.902344 1648155786.9714
MEM 529.902344 1648155787.0900
MEM 522.046875 1648155787.2067
MEM 529.906250 1648155787.3231
MEM 525.847656 1648155787.4400
MEM 522.050781 1648155787.5565
MEM 529.910156 1648155787.6726
MEM 529.910156 1648155787.7899
MEM 529.910156 1648155787.9069
MEM 529.910156 1648155788.0238
MEM 529.910156 1648155788.1409
MEM 522.054688 1648155788.2657
MEM 529.910156 1648155788.3905
MEM 525.851562 1648155788.5063
MEM 522.054688 1648155788.6230
MEM 529.910156 1648155788.7465
MEM 525.851562 1648155788.8623
MEM 529.910156 1648155788.9779
MEM 529.910156 1648155789.0960
MEM 525.851562 1648155789.2117
MEM 522.074219 1648155789.3284
MEM 529.929688 1648155789.4527
MEM 525.871094 1648155789.5705
MEM 529.933594 1648155789.6860
MEM 529.933594 1648155789.8041
MEM 525.875000 1648155789.9199
MEM 522.078125 1648155790.0368
MEM 529.933594 1648155790.1526
MEM 525.875000 1648155790.2688
MEM 522.078125 1648155790.3878
MEM 529.933594 1648155790.5037
