CMDLINE python do_LUVex_survey.py
MEM 1265.484375 1648157132.4593
MEM 1268.769531 1648157132.5786
MEM 1264.453125 1648157132.6979
MEM 1268.777344 1648157132.8177
MEM 1260.921875 1648157132.9378
MEM 1268.785156 1648157133.0581
MEM 1268.789062 1648157133.1782
MEM 1264.730469 1648157133.2985
MEM 1268.789062 1648157133.4172
MEM 1261.964844 1648157133.5387
MEM 1268.792969 1648157133.6588
MEM 1260.941406 1648157133.7800
MEM 1268.796875 1648157133.9006
MEM 1268.796875 1648157134.0204
MEM 1264.738281 1648157134.1407
MEM 1268.800781 1648157134.2594
MEM 1261.457031 1648157134.3795
MEM 1268.800781 1648157134.5001
MEM 1268.804688 1648157134.6199
MEM 1264.746094 1648157134.7401
MEM 1268.804688 1648157134.8588
MEM 1261.722656 1648157134.9788
MEM 1268.816406 1648157135.0990
MEM 1260.964844 1648157135.2192
MEM 1268.820312 1648157135.3398
MEM 1268.820312 1648157135.4596
MEM 1264.761719 1648157135.5795
MEM 1268.824219 1648157135.6985
MEM 1260.968750 1648157135.8187
MEM 1268.824219 1648157135.9390
MEM 1260.972656 1648157136.0590
MEM 1268.828125 1648157136.1794
MEM 1268.828125 1648157136.2985
MEM 1260.976562 1648157136.4185
MEM 1268.832031 1648157136.5388
MEM 1260.980469 1648157136.6589
MEM 1268.324219 1648157136.7793
MEM 1268.835938 1648157136.8994
MEM 1264.777344 1648157137.0187
MEM 1268.847656 1648157137.1382
MEM 1260.992188 1648157137.2580
MEM 1268.847656 1648157137.3786
MEM 1268.851562 1648157137.4986
MEM 1266.082031 1648157137.6191
MEM 1268.851562 1648157137.7385
MEM 1264.285156 1648157137.8577
MEM 1268.855469 1648157137.9776
MEM 1261.003906 1648157138.0978
MEM 1268.859375 1648157138.2184
MEM 1268.859375 1648157138.3383
MEM 1264.800781 1648157138.4587
MEM 1268.863281 1648157138.5776
MEM 1261.007812 1648157138.6977
MEM 1268.863281 1648157138.8178
MEM 1261.011719 1648157138.9383
MEM 1268.609375 1648157139.0587
MEM 1268.871094 1648157139.1788
MEM 1264.816406 1648157139.2981
MEM 1268.875000 1648157139.4176
MEM 1261.023438 1648157139.5373
MEM 1268.878906 1648157139.6578
MEM 1265.023438 1648157139.7777
MEM 1268.367188 1648157139.8987
MEM 1268.882812 1648157140.0185
MEM 1264.312500 1648157140.1377
MEM 1268.882812 1648157140.2576
MEM 1261.031250 1648157140.3776
MEM 1268.886719 1648157140.4981
MEM 1268.886719 1648157140.6180
MEM 1264.828125 1648157140.7384
MEM 1268.886719 1648157140.8573
MEM 1261.804688 1648157140.9773
MEM 1268.894531 1648157141.0974
MEM 1261.039062 1648157141.2175
MEM 1268.898438 1648157141.3381
MEM 1268.898438 1648157141.4578
MEM 1264.839844 1648157141.5776
MEM 1268.898438 1648157141.6986
MEM 1261.050781 1648157141.8188
MEM 1268.906250 1648157141.9390
MEM 1261.054688 1648157142.0590
MEM 1268.910156 1648157142.1801
MEM 1268.910156 1648157142.3001
MEM 1264.851562 1648157142.4194
MEM 1268.914062 1648157142.5390
MEM 1261.058594 1648157142.6586
MEM 1268.917969 1648157142.7792
MEM 1265.062500 1648157142.8991
MEM 1266.406250 1648157143.0193
MEM 1268.917969 1648157143.1390
MEM 1264.863281 1648157143.2585
MEM 1268.921875 1648157143.3784
MEM 1261.070312 1648157143.4984
MEM 1268.925781 1648157143.6193
MEM 1268.925781 1648157143.7392
MEM 1265.898438 1648157143.8597
MEM 1268.929688 1648157143.9789
MEM 1264.359375 1648157144.0983
MEM 1268.933594 1648157144.2182
MEM 1261.078125 1648157144.3385
MEM 1268.933594 1648157144.4591
MEM 1268.933594 1648157144.5790
MEM 1264.878906 1648157144.6998
MEM 1268.937500 1648157144.8186
MEM 1261.855469 1648157144.9386
MEM 1268.941406 1648157145.0587
MEM 1261.085938 1648157145.1789
MEM 1268.941406 1648157145.2995
MEM 1268.945312 1648157145.4195
MEM 1264.886719 1648157145.5388
MEM 1268.949219 1648157145.6582
MEM 1261.093750 1648157145.7779
MEM 1268.949219 1648157145.8984
MEM 1261.093750 1648157146.0196
MEM 1268.441406 1648157146.1405
MEM 1268.953125 1648157146.2605
MEM 1264.898438 1648157146.3795
MEM 1268.957031 1648157146.4994
MEM 1261.101562 1648157146.6193
MEM 1268.957031 1648157146.7400
MEM 1268.960938 1648157146.8600
MEM 1266.191406 1648157146.9806
MEM 1268.964844 1648157147.0999
MEM 1264.394531 1648157147.2192
MEM 1268.964844 1648157147.3390
MEM 1261.109375 1648157147.4604
MEM 1268.968750 1648157147.5809
MEM 1268.968750 1648157147.7009
MEM 1264.914062 1648157147.8212
MEM 1268.972656 1648157147.9407
MEM 1261.886719 1648157148.0607
MEM 1268.972656 1648157148.1810
MEM 1261.121094 1648157148.3011
MEM 1268.976562 1648157148.4217
MEM 1268.980469 1648157148.5417
MEM 1264.921875 1648157148.6620
MEM 1268.980469 1648157148.7807
MEM 1261.125000 1648157148.9008
MEM 1268.984375 1648157149.0210
MEM 1261.128906 1648157149.1411
MEM 1268.476562 1648157149.2619
MEM 1268.988281 1648157149.3821
MEM 1264.929688 1648157149.5011
MEM 1268.988281 1648157149.6209
MEM 1261.132812 1648157149.7421
MEM 1268.988281 1648157149.8638
MEM 1268.992188 1648157149.9839
MEM 1266.226562 1648157150.1044
MEM 1268.996094 1648157150.2237
MEM 1264.429688 1648157150.3429
MEM 1269.000000 1648157150.4628
MEM 1261.144531 1648157150.5829
MEM 1269.003906 1648157150.7035
MEM 1269.007812 1648157150.8234
MEM 1264.949219 1648157150.9443
MEM 1269.011719 1648157151.0633
MEM 1262.183594 1648157151.1831
MEM 1269.011719 1648157151.3033
MEM 1261.156250 1648157151.4239
MEM 1269.015625 1648157151.5444
MEM 1269.015625 1648157151.6643
MEM 1264.960938 1648157151.7843
MEM 1269.019531 1648157151.9032
MEM 1261.164062 1648157152.0233
MEM 1269.019531 1648157152.1463
MEM 1261.167969 1648157152.2665
MEM 1269.023438 1648157152.3869
MEM 1269.027344 1648157152.5069
MEM 1264.968750 1648157152.6272
MEM 1269.027344 1648157152.7458
MEM 1261.171875 1648157152.8659
MEM 1269.031250 1648157152.9862
MEM 1261.175781 1648157153.1063
MEM 1268.523438 1648157153.2267
MEM 1269.035156 1648157153.3468
MEM 1264.976562 1648157153.4658
MEM 1269.035156 1648157153.5859
MEM 1261.183594 1648157153.7055
MEM 1269.039062 1648157153.8261
MEM 1261.187500 1648157153.9462
MEM 1266.273438 1648157154.0665
MEM 1269.042969 1648157154.1866
MEM 1264.984375 1648157154.3058
MEM 1269.046875 1648157154.4260
MEM 1261.191406 1648157154.5460
MEM 1269.050781 1648157154.6665
MEM 1269.050781 1648157154.7866
MEM 1266.281250 1648157154.9070
MEM 1269.050781 1648157155.0263
MEM 1264.738281 1648157155.1455
MEM 1269.054688 1648157155.2654
MEM 1261.203125 1648157155.3856
MEM 1269.058594 1648157155.5062
MEM 1269.058594 1648157155.6260
MEM 1265.000000 1648157155.7463
MEM 1269.062500 1648157155.8648
MEM 1261.207031 1648157155.9849
MEM 1269.066406 1648157156.1051
MEM 1261.210938 1648157156.2252
MEM 1268.808594 1648157156.3457
MEM 1269.066406 1648157156.4657
MEM 1265.011719 1648157156.5847
MEM 1269.070312 1648157156.7046
MEM 1261.218750 1648157156.8244
MEM 1269.074219 1648157156.9450
MEM 1269.074219 1648157157.0650
MEM 1265.789062 1648157157.1854
MEM 1269.078125 1648157157.3046
MEM 1264.507812 1648157157.4243
MEM 1269.082031 1648157157.5444
MEM 1261.226562 1648157157.6646
MEM 1269.082031 1648157157.7860
MEM 1269.082031 1648157157.9060
MEM 1265.027344 1648157158.0252
MEM 1269.085938 1648157158.1446
MEM 1261.234375 1648157158.2657
MEM 1269.089844 1648157158.3859
MEM 1261.234375 1648157158.5060
MEM 1268.578125 1648157158.6264
MEM 1269.089844 1648157158.7465
MEM 1265.031250 1648157158.8655
MEM 1269.093750 1648157158.9854
MEM 1261.242188 1648157159.1066
MEM 1269.097656 1648157159.2273
MEM 1269.097656 1648157159.3473
MEM 1265.812500 1648157159.4676
MEM 1269.097656 1648157159.5873
MEM 1264.531250 1648157159.7069
MEM 1269.105469 1648157159.8284
MEM 1261.250000 1648157159.9487
MEM 1269.109375 1648157160.0692
MEM 1269.109375 1648157160.1892
MEM 1265.050781 1648157160.3101
MEM 1269.109375 1648157160.4284
MEM 1261.257812 1648157160.5486
MEM 1269.113281 1648157160.6688
MEM 1261.261719 1648157160.7892
MEM 1269.117188 1648157160.9099
MEM 1269.117188 1648157161.0301
MEM 1265.058594 1648157161.1500
MEM 1269.121094 1648157161.2694
MEM 1261.265625 1648157161.3891
MEM 1269.125000 1648157161.5095
MEM 1269.125000 1648157161.6295
MEM 1266.355469 1648157161.7500
MEM 1269.125000 1648157161.8695
MEM 1264.812500 1648157161.9887
MEM 1269.128906 1648157162.1089
MEM 1261.277344 1648157162.2290
MEM 1269.132812 1648157162.3493
MEM 1269.132812 1648157162.4692
MEM 1265.074219 1648157162.5895
MEM 1269.136719 1648157162.7084
MEM 1262.050781 1648157162.8284
MEM 1269.140625 1648157162.9484
MEM 1261.285156 1648157163.0686
MEM 1269.140625 1648157163.1891
MEM 1269.140625 1648157163.3090
MEM 1265.085938 1648157163.4293
MEM 1269.144531 1648157163.5480
MEM 1261.292969 1648157163.6681
MEM 1269.148438 1648157163.7883
MEM 1261.292969 1648157163.9085
MEM 1269.148438 1648157164.0296
MEM 1269.152344 1648157164.1496
MEM 1265.093750 1648157164.2688
MEM 1269.156250 1648157164.3886
MEM 1261.300781 1648157164.5101
MEM 1269.156250 1648157164.6307
MEM 1269.156250 1648157164.7506
MEM 1265.339844 1648157164.8711
MEM 1269.160156 1648157164.9902
MEM 1262.593750 1648157165.1100
MEM 1269.164062 1648157165.2301
MEM 1261.308594 1648157165.3503
MEM 1268.652344 1648157165.4708
MEM 1269.167969 1648157165.5898
MEM 1261.312500 1648157165.7037
MEM 1261.316406 1648157165.8239
MEM 1269.171875 1648157165.9445
MEM 1269.171875 1648157166.0643
MEM 1265.113281 1648157166.1835
MEM 1269.175781 1648157166.3031
MEM 1261.320312 1648157166.4232
MEM 1265.378906 1648157166.5425
MEM 1269.179688 1648157166.6597
MEM 1261.324219 1648157166.7767
MEM 1265.636719 1648157166.8969
MEM 1269.183594 1648157167.0133
MEM 1269.183594 1648157167.1297
MEM 1265.128906 1648157167.2469
MEM 1269.187500 1648157167.3638
MEM 1261.332031 1648157167.4863
MEM 1265.128906 1648157167.6030
MEM 1269.187500 1648157167.7199
MEM 1269.187500 1648157167.8337
MEM 1261.335938 1648157167.9470
MEM 1265.136719 1648157168.0625
MEM 1269.195312 1648157168.1796
MEM 1269.195312 1648157168.2965
MEM 1265.136719 1648157168.4132
MEM 1269.195312 1648157168.5300
MEM 1269.195312 1648157168.6470
MEM 1265.914062 1648157168.7640
MEM 1269.203125 1648157168.8823
MEM 1261.347656 1648157168.9992
MEM 1261.351562 1648157169.1124
MEM 1265.148438 1648157169.2252
MEM 1269.207031 1648157169.3403
MEM 1269.207031 1648157169.4566
MEM 1261.355469 1648157169.5734
MEM 1269.210938 1648157169.6899
MEM 1269.210938 1648157169.8060
MEM 1261.359375 1648157169.9231
MEM 1268.792969 1648157170.0407
MEM 1269.214844 1648157170.1574
MEM 1261.363281 1648157170.2774
MEM 1264.648438 1648157170.3935
MEM 1265.160156 1648157170.5101
MEM 1269.222656 1648157170.6268
MEM 1269.222656 1648157170.7398
MEM 1269.222656 1648157170.8567
MEM 1265.164062 1648157170.9735
MEM 1269.226562 1648157171.0903
MEM 1261.371094 1648157171.2073
MEM 1261.375000 1648157171.3232
MEM 1265.171875 1648157171.4387
MEM 1265.171875 1648157171.5540
MEM 1269.230469 1648157171.6711
MEM 1269.234375 1648157171.7881
MEM 1262.664062 1648157171.9011
MEM 1265.175781 1648157172.0224
MEM 1269.238281 1648157172.1395
MEM 1265.179688 1648157172.2560
MEM 1261.382812 1648157172.3727
MEM 1269.238281 1648157172.4961
MEM 1261.898438 1648157172.6132
MEM 1269.242188 1648157172.7300
MEM 1269.246094 1648157172.8468
MEM 1269.246094 1648157172.9639
MEM 1265.187500 1648157173.0849
MEM 1269.246094 1648157173.2027
MEM 1261.394531 1648157173.3201
MEM 1269.250000 1648157173.4402
MEM 1269.250000 1648157173.5597
MEM 1261.398438 1648157173.6783
MEM 1269.253906 1648157173.7954
MEM 1269.253906 1648157173.9124
MEM 1265.199219 1648157174.0296
MEM 1269.257812 1648157174.1458
MEM 1264.691406 1648157174.2628
MEM 1269.261719 1648157174.3797
MEM 1261.406250 1648157174.4967
MEM 1269.261719 1648157174.6134
MEM 1261.410156 1648157174.7308
MEM 1269.265625 1648157174.8477
MEM 1261.414062 1648157174.9646
MEM 1269.269531 1648157175.0815
MEM 1269.269531 1648157175.1984
MEM 1266.757812 1648157175.3153
MEM 1269.273438 1648157175.4322
MEM 1265.214844 1648157175.5489
MEM 1269.277344 1648157175.6652
MEM 1265.218750 1648157175.7820
MEM 1269.277344 1648157175.8986
MEM 1262.707031 1648157176.0156
MEM 1269.281250 1648157176.1326
MEM 1261.425781 1648157176.2497
MEM 1269.285156 1648157176.3670
MEM 1261.429688 1648157176.4840
MEM 1269.285156 1648157176.6009
MEM 1261.429688 1648157176.7179
MEM 1269.285156 1648157176.8348
MEM 1269.285156 1648157176.9517
MEM 1268.777344 1648157177.0685
MEM 1269.292969 1648157177.1854
MEM 1265.234375 1648157177.3022
MEM 1269.292969 1648157177.4186
MEM 1265.234375 1648157177.5353
MEM 1269.292969 1648157177.6521
MEM 1265.238281 1648157177.7689
MEM 1269.300781 1648157177.8870
MEM 1264.730469 1648157178.0040
MEM 1269.304688 1648157178.1209
MEM 1261.449219 1648157178.2379
MEM 1269.304688 1648157178.3545
MEM 1261.453125 1648157178.4715
MEM 1269.308594 1648157178.5883
MEM 1261.453125 1648157178.7056
MEM 1269.312500 1648157178.8229
MEM 1261.457031 1648157178.9397
MEM 1269.308594 1648157179.0566
MEM 1269.312500 1648157179.1736
MEM 1266.804688 1648157179.2906
MEM 1269.316406 1648157179.4073
MEM 1265.261719 1648157179.5238
MEM 1269.320312 1648157179.6402
MEM 1265.261719 1648157179.7568
MEM 1269.304688 1648157179.8738
MEM 1261.722656 1648157179.9910
MEM 1269.324219 1648157180.1077
MEM 1261.472656 1648157180.2247
MEM 1269.328125 1648157180.3417
MEM 1261.472656 1648157180.4586
MEM 1269.332031 1648157180.5755
MEM 1261.476562 1648157180.6925
MEM 1269.332031 1648157180.8094
MEM 1269.335938 1648157180.9263
MEM 1268.824219 1648157181.0432
MEM 1269.335938 1648157181.1601
MEM 1265.281250 1648157181.2769
MEM 1269.339844 1648157181.3932
MEM 1265.285156 1648157181.5100
MEM 1269.328125 1648157181.6264
MEM 1264.773438 1648157181.7433
MEM 1269.343750 1648157181.8603
MEM 1261.492188 1648157181.9772
MEM 1269.347656 1648157182.0939
MEM 1261.496094 1648157182.2108
MEM 1269.351562 1648157182.3279
MEM 1261.496094 1648157182.4449
MEM 1269.351562 1648157182.5619
MEM 1261.500000 1648157182.6788
MEM 1269.355469 1648157182.7956
MEM 1269.359375 1648157182.9125
MEM 1266.332031 1648157183.0293
MEM 1269.359375 1648157183.1460
MEM 1265.300781 1648157183.2627
MEM 1269.343750 1648157183.3795
MEM 1261.507812 1648157183.4965
MEM 1269.367188 1648157183.6134
MEM 1269.367188 1648157183.7303
MEM 1268.855469 1648157183.8472
MEM 1269.367188 1648157183.9641
MEM 1265.312500 1648157184.0815
MEM 1269.371094 1648157184.1979
MEM 1265.316406 1648157184.3145
MEM 1269.375000 1648157184.4310
MEM 1264.804688 1648157184.5480
MEM 1269.375000 1648157184.6648
MEM 1261.523438 1648157184.7818
MEM 1269.378906 1648157184.8987
MEM 1261.527344 1648157185.0157
MEM 1269.367188 1648157185.1326
MEM 1269.382812 1648157185.2494
MEM 1268.871094 1648157185.3661
MEM 1269.382812 1648157185.4830
MEM 1265.324219 1648157185.5999
MEM 1269.386719 1648157185.7163
MEM 1265.332031 1648157185.8331
MEM 1269.390625 1648157185.9496
MEM 1262.820312 1648157186.0666
MEM 1269.390625 1648157186.1848
MEM 1261.789062 1648157186.3018
MEM 1269.394531 1648157186.4186
MEM 1261.542969 1648157186.5355
MEM 1269.398438 1648157186.6523
MEM 1261.546875 1648157186.7694
MEM 1269.402344 1648157186.8867
MEM 1261.546875 1648157187.0036
MEM 1269.406250 1648157187.1204
MEM 1269.406250 1648157187.2374
MEM 1266.894531 1648157187.3543
MEM 1269.410156 1648157187.4712
MEM 1265.351562 1648157187.5879
MEM 1269.410156 1648157187.7043
MEM 1265.355469 1648157187.8211
MEM 1269.414062 1648157187.9377
MEM 1262.328125 1648157188.0549
MEM 1269.417969 1648157188.1732
MEM 1264.847656 1648157188.2917
MEM 1269.417969 1648157188.4087
MEM 1261.566406 1648157188.5256
MEM 1269.421875 1648157188.6424
MEM 1261.570312 1648157188.7593
MEM 1269.425781 1648157188.8762
MEM 1269.425781 1648157188.9935
MEM 1268.914062 1648157189.1104
MEM 1269.429688 1648157189.2275
MEM 1265.628906 1648157189.3443
MEM 1269.429688 1648157189.4604
MEM 1265.375000 1648157189.5772
MEM 1269.433594 1648157189.6935
MEM 1264.863281 1648157189.8108
MEM 1269.437500 1648157189.9290
MEM 1262.351562 1648157190.0460
MEM 1269.441406 1648157190.1627
MEM 1261.585938 1648157190.2797
MEM 1269.441406 1648157190.3965
MEM 1261.585938 1648157190.5135
MEM 1269.445312 1648157190.6304
MEM 1261.589844 1648157190.7473
MEM 1269.449219 1648157190.8639
MEM 1269.449219 1648157190.9808
MEM 1268.937500 1648157191.0976
MEM 1269.449219 1648157191.2144
MEM 1265.394531 1648157191.3313
MEM 1269.453125 1648157191.4476
MEM 1265.398438 1648157191.5643
MEM 1269.457031 1648157191.6806
MEM 1262.886719 1648157191.7976
MEM 1269.457031 1648157191.9145
MEM 1261.605469 1648157192.0316
MEM 1269.460938 1648157192.1483
MEM 1261.609375 1648157192.2663
MEM 1269.464844 1648157192.3831
MEM 1261.609375 1648157192.5001
MEM 1269.464844 1648157192.6169
MEM 1269.468750 1648157192.7337
MEM 1268.957031 1648157192.8506
MEM 1269.472656 1648157192.9674
MEM 1265.414062 1648157193.0842
MEM 1269.472656 1648157193.2003
MEM 1265.414062 1648157193.3171
MEM 1269.476562 1648157193.4338
MEM 1262.390625 1648157193.5507
MEM 1269.480469 1648157193.6674
MEM 1261.625000 1648157193.7843
MEM 1269.480469 1648157193.9012
MEM 1261.625000 1648157194.0181
MEM 1269.480469 1648157194.1350
MEM 1269.480469 1648157194.2518
MEM 1268.976562 1648157194.3687
MEM 1269.488281 1648157194.4855
MEM 1265.429688 1648157194.6023
MEM 1269.488281 1648157194.7187
MEM 1265.429688 1648157194.8354
MEM 1269.488281 1648157194.9517
MEM 1262.410156 1648157195.0685
MEM 1269.496094 1648157195.1852
MEM 1261.640625 1648157195.3032
MEM 1269.500000 1648157195.4198
MEM 1261.644531 1648157195.5368
MEM 1269.500000 1648157195.6536
MEM 1261.648438 1648157195.7706
MEM 1269.488281 1648157195.8873
MEM 1269.503906 1648157196.0041
MEM 1268.996094 1648157196.1207
MEM 1269.507812 1648157196.2380
MEM 1265.964844 1648157196.3548
MEM 1269.511719 1648157196.4711
MEM 1265.453125 1648157196.5877
MEM 1269.511719 1648157196.7058
MEM 1265.457031 1648157196.8224
MEM 1269.515625 1648157196.9403
MEM 1264.945312 1648157197.0571
MEM 1269.519531 1648157197.1740
MEM 1261.664062 1648157197.2910
MEM 1269.523438 1648157197.4076
MEM 1261.667969 1648157197.5246
MEM 1269.523438 1648157197.6415
MEM 1261.667969 1648157197.7583
MEM 1269.527344 1648157197.8751
MEM 1269.527344 1648157197.9921
MEM 1269.019531 1648157198.1089
MEM 1269.531250 1648157198.2257
MEM 1266.761719 1648157198.3434
MEM 1269.531250 1648157198.4600
MEM 1265.476562 1648157198.5765
MEM 1269.535156 1648157198.6928
MEM 1265.480469 1648157198.8096
MEM 1269.539062 1648157198.9265
MEM 1261.683594 1648157199.0434
MEM 1269.539062 1648157199.1600
MEM 1261.687500 1648157199.2768
MEM 1269.542969 1648157199.3936
MEM 1261.691406 1648157199.5106
MEM 1269.546875 1648157199.6273
MEM 1261.691406 1648157199.7441
MEM 1269.546875 1648157199.8609
MEM 1269.550781 1648157199.9777
MEM 1266.523438 1648157200.0945
MEM 1269.550781 1648157200.2113
MEM 1261.699219 1648157200.3283
MEM 1269.554688 1648157200.4451
MEM 1261.699219 1648157200.5619
MEM 1269.558594 1648157200.6786
MEM 1269.558594 1648157200.7954
MEM 1266.792969 1648157200.9122
MEM 1269.562500 1648157201.0288
MEM 1265.503906 1648157201.1453
MEM 1269.562500 1648157201.2616
MEM 1265.468750 1648157201.3787
MEM 1269.566406 1648157201.4955
MEM 1262.484375 1648157201.6125
MEM 1269.570312 1648157201.7292
MEM 1261.714844 1648157201.8462
MEM 1269.570312 1648157201.9628
MEM 1261.718750 1648157202.0797
MEM 1269.574219 1648157202.1966
MEM 1261.722656 1648157202.3135
MEM 1269.578125 1648157202.4303
MEM 1269.578125 1648157202.5475
MEM 1269.066406 1648157202.6642
MEM 1269.578125 1648157202.7811
MEM 1266.035156 1648157202.8979
MEM 1269.585938 1648157203.0142
MEM 1265.527344 1648157203.1324
MEM 1269.570312 1648157203.2487
MEM 1265.527344 1648157203.3652
MEM 1269.585938 1648157203.4817
MEM 1263.015625 1648157203.5985
MEM 1269.593750 1648157203.7153
MEM 1261.738281 1648157203.8322
MEM 1269.593750 1648157203.9490
MEM 1261.742188 1648157204.0659
MEM 1269.597656 1648157204.1827
MEM 1261.742188 1648157204.2999
MEM 1269.601562 1648157204.4167
MEM 1269.601562 1648157204.5336
MEM 1266.578125 1648157204.6504
MEM 1269.605469 1648157204.7675
MEM 1265.546875 1648157204.8841
MEM 1269.605469 1648157205.0003
MEM 1265.039062 1648157205.1171
MEM 1269.609375 1648157205.2339
MEM 1261.757812 1648157205.3510
MEM 1269.613281 1648157205.4676
MEM 1261.757812 1648157205.5845
MEM 1269.613281 1648157205.7013
MEM 1261.761719 1648157205.8182
MEM 1269.617188 1648157205.9350
MEM 1269.621094 1648157206.0519
MEM 1269.621094 1648157206.1698
MEM 1269.621094 1648157206.2866
MEM 1266.593750 1648157206.4033
MEM 1269.625000 1648157206.5199
MEM 1265.566406 1648157206.6369
MEM 1269.628906 1648157206.7532
MEM 1265.570312 1648157206.8699
MEM 1269.613281 1648157206.9866
MEM 1262.285156 1648157207.1036
MEM 1269.632812 1648157207.2203
MEM 1261.777344 1648157207.3372
MEM 1269.636719 1648157207.4539
MEM 1261.781250 1648157207.5708
MEM 1269.636719 1648157207.6877
MEM 1261.781250 1648157207.8047
MEM 1269.640625 1648157207.9215
MEM 1269.640625 1648157208.0384
MEM 1269.132812 1648157208.1556
MEM 1269.644531 1648157208.2724
MEM 1269.132812 1648157208.3906
MEM 1269.644531 1648157208.5074
MEM 1265.589844 1648157208.6242
MEM 1269.648438 1648157208.7404
MEM 1265.574219 1648157208.8569
MEM 1269.652344 1648157208.9749
MEM 1265.593750 1648157209.0914
MEM 1269.652344 1648157209.2080
MEM 1261.800781 1648157209.3250
MEM 1269.656250 1648157209.4414
MEM 1261.804688 1648157209.5583
MEM 1269.660156 1648157209.6751
MEM 1261.804688 1648157209.7920
MEM 1269.664062 1648157209.9088
MEM 1261.808594 1648157210.0256
MEM 1269.664062 1648157210.1424
MEM 1269.667969 1648157210.2593
MEM 1267.156250 1648157210.3760
MEM 1269.667969 1648157210.4928
MEM 1265.613281 1648157210.6094
MEM 1269.671875 1648157210.7255
MEM 1265.613281 1648157210.8421
MEM 1269.675781 1648157210.9587
MEM 1262.332031 1648157211.0757
MEM 1269.675781 1648157211.1924
MEM 1261.820312 1648157211.3093
MEM 1269.675781 1648157211.4260
MEM 1261.824219 1648157211.5429
MEM 1269.683594 1648157211.6601
MEM 1261.828125 1648157211.7770
MEM 1269.683594 1648157211.8938
MEM 1269.683594 1648157212.0107
MEM 1269.171875 1648157212.1275
MEM 1269.683594 1648157212.2444
MEM 1266.406250 1648157212.3616
MEM 1269.691406 1648157212.4779
MEM 1265.636719 1648157212.5945
MEM 1269.695312 1648157212.7124
MEM 1265.636719 1648157212.8291
MEM 1269.695312 1648157212.9454
MEM 1265.128906 1648157213.0623
MEM 1269.699219 1648157213.1791
MEM 1261.847656 1648157213.2960
MEM 1269.703125 1648157213.4126
MEM 1261.847656 1648157213.5296
MEM 1269.703125 1648157213.6464
MEM 1261.851562 1648157213.7633
MEM 1269.707031 1648157213.8802
MEM 1261.855469 1648157213.9969
MEM 1269.199219 1648157214.1137
MEM 1269.710938 1648157214.2306
MEM 1266.425781 1648157214.3475
MEM 1269.714844 1648157214.4638
MEM 1265.656250 1648157214.5804
MEM 1269.718750 1648157214.6966
MEM 1265.148438 1648157214.8134
MEM 1269.718750 1648157214.9303
MEM 1261.863281 1648157215.0472
MEM 1269.722656 1648157215.1638
MEM 1261.867188 1648157215.2807
MEM 1269.726562 1648157215.3976
MEM 1261.871094 1648157215.5144
MEM 1269.726562 1648157215.6316
MEM 1269.726562 1648157215.7484
MEM 1269.218750 1648157215.8652
MEM 1269.730469 1648157215.9821
MEM 1266.964844 1648157216.0989
MEM 1269.734375 1648157216.2161
MEM 1265.675781 1648157216.3326
MEM 1269.734375 1648157216.4488
MEM 1265.679688 1648157216.5654
MEM 1269.738281 1648157216.6821
MEM 1262.656250 1648157216.7991
MEM 1269.742188 1648157216.9158
MEM 1261.886719 1648157217.0339
MEM 1269.746094 1648157217.1505
MEM 1261.890625 1648157217.2677
MEM 1269.746094 1648157217.3846
MEM 1261.894531 1648157217.5015
MEM 1269.750000 1648157217.6183
MEM 1269.750000 1648157217.7352
MEM 1269.242188 1648157217.8520
MEM 1269.753906 1648157217.9692
MEM 1269.753906 1648157218.0886
MEM 1269.757812 1648157218.2056
MEM 1265.699219 1648157218.3222
MEM 1269.757812 1648157218.4401
MEM 1265.703125 1648157218.5567
MEM 1269.761719 1648157218.6728
MEM 1265.195312 1648157218.7895
MEM 1269.765625 1648157218.9063
MEM 1261.910156 1648157219.0232
MEM 1269.765625 1648157219.1398
MEM 1261.914062 1648157219.2567
MEM 1269.769531 1648157219.3735
MEM 1261.917969 1648157219.4903
MEM 1269.773438 1648157219.6072
MEM 1261.917969 1648157219.7240
MEM 1269.773438 1648157219.8407
MEM 1269.773438 1648157219.9575
MEM 1267.261719 1648157220.0743
MEM 1269.777344 1648157220.1910
MEM 1265.722656 1648157220.3076
MEM 1269.781250 1648157220.4239
MEM 1265.722656 1648157220.5405
MEM 1269.781250 1648157220.6571
MEM 1262.179688 1648157220.7742
MEM 1269.785156 1648157220.8909
MEM 1261.933594 1648157221.0077
MEM 1269.789062 1648157221.1245
MEM 1261.937500 1648157221.2413
MEM 1269.792969 1648157221.3581
MEM 1261.937500 1648157221.4750
MEM 1269.792969 1648157221.5917
MEM 1269.792969 1648157221.7086
MEM 1269.281250 1648157221.8255
MEM 1269.792969 1648157221.9423
MEM 1265.992188 1648157222.0591
MEM 1269.792969 1648157222.1754
MEM 1265.714844 1648157222.2919
MEM 1269.792969 1648157222.4081
MEM 1265.222656 1648157222.5250
MEM 1269.792969 1648157222.6419
MEM 1261.937500 1648157222.7589
MEM 1269.792969 1648157222.8755
MEM 1261.937500 1648157222.9923
MEM 1269.792969 1648157223.1091
MEM 1261.937500 1648157223.2261
MEM 1269.792969 1648157223.3430
MEM 1261.937500 1648157223.4598
MEM 1269.792969 1648157223.5766
MEM 1269.789062 1648157223.6934
MEM 1266.765625 1648157223.8102
MEM 1269.792969 1648157223.9266
