CMDLINE /usr/bin/python aplc.py
MEM 9135.640625 1554338686.9585
MEM 9135.640625 1554338687.0690
MEM 9135.640625 1554338687.1790
MEM 9135.640625 1554338687.2894
MEM 9135.640625 1554338687.3989
MEM 9135.640625 1554338687.5078
MEM 9135.640625 1554338687.6165
MEM 9135.640625 1554338687.7252
MEM 9135.640625 1554338687.8337
MEM 9135.640625 1554338687.9420
MEM 9135.640625 1554338688.0497
MEM 9135.640625 1554338688.1576
MEM 9135.640625 1554338688.2654
MEM 9135.640625 1554338688.3733
MEM 9135.640625 1554338688.4822
MEM 9135.640625 1554338688.5896
MEM 9135.640625 1554338688.6977
MEM 9135.640625 1554338688.8051
MEM 9135.640625 1554338688.9127
MEM 9135.640625 1554338689.0200
MEM 9135.640625 1554338689.1298
MEM 9135.640625 1554338689.2370
MEM 9135.640625 1554338689.3443
MEM 9135.640625 1554338689.4515
MEM 9135.640625 1554338689.5596
MEM 9135.640625 1554338689.6670
MEM 9135.640625 1554338689.7742
MEM 9135.640625 1554338689.8814
MEM 9135.640625 1554338689.9886
MEM 9135.640625 1554338690.0959
MEM 9135.640625 1554338690.2032
MEM 9135.640625 1554338690.3105
MEM 9135.640625 1554338690.4177
MEM 9135.640625 1554338690.5249
MEM 9135.640625 1554338690.6369
MEM 9135.640625 1554338690.7484
MEM 9135.640625 1554338690.8607
MEM 9135.640625 1554338690.9728
MEM 9135.640625 1554338691.0849
MEM 9135.640625 1554338691.1978
MEM 9135.640625 1554338691.3112
MEM 9135.640625 1554338691.4243
MEM 9135.640625 1554338691.5380
MEM 9135.640625 1554338691.6516
MEM 9135.640625 1554338691.7650
MEM 9135.640625 1554338691.8783
MEM 9135.640625 1554338691.9913
MEM 9135.640625 1554338692.1042
MEM 9135.640625 1554338692.2179
MEM 9135.640625 1554338692.3316
MEM 9135.640625 1554338692.4451
MEM 9135.640625 1554338692.5586
MEM 9135.640625 1554338692.6718
MEM 9135.640625 1554338692.7856
MEM 9135.640625 1554338692.8991
MEM 9135.640625 1554338693.0125
MEM 9135.640625 1554338693.1260
MEM 9135.640625 1554338693.2393
MEM 9135.640625 1554338693.3520
MEM 9135.640625 1554338693.4643
MEM 9135.640625 1554338693.5767
MEM 9135.640625 1554338693.6889
MEM 9135.640625 1554338693.8019
MEM 9135.640625 1554338693.9150
MEM 9135.640625 1554338694.0283
MEM 9135.640625 1554338694.1413
MEM 9135.640625 1554338694.2544
MEM 9135.640625 1554338694.3674
MEM 9135.640625 1554338694.4802
MEM 9135.640625 1554338694.5935
MEM 9135.640625 1554338694.7065
MEM 9135.640625 1554338694.8196
MEM 9135.640625 1554338694.9322
MEM 9135.640625 1554338695.0454
MEM 9135.640625 1554338695.1588
MEM 9135.640625 1554338695.2722
MEM 9135.640625 1554338695.3853
MEM 9135.640625 1554338695.4986
MEM 9135.640625 1554338695.6113
MEM 9135.640625 1554338695.7232
MEM 9135.640625 1554338695.8359
MEM 9135.640625 1554338695.9485
MEM 9135.640625 1554338696.0615
MEM 9135.640625 1554338696.1747
MEM 9135.640625 1554338696.2879
MEM 9135.640625 1554338696.4008
MEM 9135.640625 1554338696.5139
MEM 9135.640625 1554338696.6272
MEM 9135.640625 1554338696.7398
MEM 9135.640625 1554338696.8526
MEM 9135.640625 1554338696.9656
MEM 9135.640625 1554338697.0786
MEM 9135.640625 1554338697.1919
MEM 9135.640625 1554338697.3050
MEM 9135.640625 1554338697.4180
MEM 9135.640625 1554338697.5315
MEM 9135.640625 1554338697.6446
MEM 9135.640625 1554338697.7577
MEM 9135.640625 1554338697.8706
MEM 9135.640625 1554338697.9832
MEM 9135.640625 1554338698.0961
MEM 9135.640625 1554338698.2078
MEM 9135.640625 1554338698.3207
MEM 9135.640625 1554338698.4338
MEM 9135.640625 1554338698.5469
MEM 9135.640625 1554338698.6596
MEM 9135.640625 1554338698.7726
MEM 9135.640625 1554338698.8855
MEM 9135.640625 1554338698.9986
MEM 9135.640625 1554338699.1110
MEM 9135.640625 1554338699.2242
MEM 9135.640625 1554338699.3371
MEM 9135.640625 1554338699.4503
MEM 9135.640625 1554338699.5633
MEM 9135.640625 1554338699.6751
MEM 9135.640625 1554338699.7879
MEM 9135.640625 1554338699.9010
MEM 9135.640625 1554338700.0146
MEM 9135.640625 1554338700.1280
MEM 9135.640625 1554338700.2413
MEM 9135.640625 1554338700.3537
MEM 9135.640625 1554338700.4659
MEM 9135.640625 1554338700.5780
MEM 9135.640625 1554338700.6913
MEM 9135.640625 1554338700.8046
MEM 9135.640625 1554338700.9178
MEM 9135.640625 1554338701.0309
MEM 9135.640625 1554338701.1430
MEM 9135.640625 1554338701.2556
MEM 9135.640625 1554338701.3688
MEM 9135.640625 1554338701.4817
MEM 9135.640625 1554338701.5946
MEM 9135.640625 1554338701.7074
MEM 9135.640625 1554338701.8206
MEM 9135.640625 1554338701.9336
MEM 9135.640625 1554338702.0463
MEM 9135.640625 1554338702.1592
MEM 9135.640625 1554338702.2722
MEM 9135.640625 1554338702.3853
MEM 9135.640625 1554338702.4980
MEM 9135.640625 1554338702.6096
MEM 9135.640625 1554338702.7220
MEM 9135.640625 1554338702.8347
MEM 9135.640625 1554338702.9472
MEM 9135.640625 1554338703.0607
MEM 9135.640625 1554338703.1731
MEM 9135.640625 1554338703.2863
MEM 9135.640625 1554338703.3994
MEM 9135.640625 1554338703.5118
MEM 9135.640625 1554338703.6245
MEM 9135.640625 1554338703.7376
MEM 9135.640625 1554338703.8505
MEM 9135.640625 1554338703.9630
MEM 9135.640625 1554338704.0758
MEM 9135.640625 1554338704.1889
MEM 9135.640625 1554338704.3018
MEM 9135.640625 1554338704.4146
MEM 9135.640625 1554338704.5271
MEM 9135.640625 1554338704.6406
MEM 9135.640625 1554338704.7536
MEM 9135.640625 1554338704.8668
MEM 9135.640625 1554338704.9795
MEM 9135.640625 1554338705.0918
MEM 9135.640625 1554338705.2040
MEM 9135.640625 1554338705.3169
MEM 9135.640625 1554338705.4284
MEM 9135.640625 1554338705.5413
MEM 9135.640625 1554338705.6543
MEM 9135.640625 1554338705.7660
MEM 9135.640625 1554338705.8786
MEM 9135.640625 1554338705.9913
MEM 9135.640625 1554338706.1044
MEM 9135.640625 1554338706.2169
MEM 9135.640625 1554338706.3298
MEM 9135.640625 1554338706.4425
MEM 9135.640625 1554338706.5548
MEM 9135.640625 1554338706.6677
MEM 9135.640625 1554338706.7792
MEM 9135.640625 1554338706.8917
MEM 9135.640625 1554338707.0035
MEM 9135.640625 1554338707.1163
MEM 9135.640625 1554338707.2293
MEM 9135.640625 1554338707.3414
MEM 9135.640625 1554338707.4544
MEM 9135.640625 1554338707.5665
MEM 9135.640625 1554338707.6795
MEM 9135.640625 1554338707.7924
MEM 9135.640625 1554338707.9052
MEM 9135.640625 1554338708.0178
MEM 9135.640625 1554338708.1291
MEM 9135.640625 1554338708.2413
MEM 9135.640625 1554338708.3539
MEM 9135.640625 1554338708.4670
MEM 9135.640625 1554338708.5802
MEM 9135.640625 1554338708.6927
MEM 9135.640625 1554338708.8057
MEM 9135.640625 1554338708.9185
MEM 9135.640625 1554338709.0314
MEM 9135.640625 1554338709.1446
MEM 9135.640625 1554338709.2572
MEM 9135.640625 1554338709.3699
MEM 9135.640625 1554338709.4821
MEM 9135.640625 1554338709.5950
MEM 9135.640625 1554338709.7074
MEM 9135.640625 1554338709.8196
MEM 9135.640625 1554338709.9319
MEM 9135.640625 1554338710.0448
MEM 9135.640625 1554338710.1576
MEM 9135.640625 1554338710.2706
MEM 9135.640625 1554338710.3837
MEM 9135.640625 1554338710.4962
MEM 9135.640625 1554338710.6090
MEM 9135.640625 1554338710.7211
MEM 9135.640625 1554338710.8328
MEM 9135.640625 1554338710.9456
MEM 9135.640625 1554338711.0583
MEM 9135.640625 1554338711.1712
MEM 9135.640625 1554338711.2838
MEM 9135.640625 1554338711.3967
MEM 9135.640625 1554338711.5095
MEM 9135.640625 1554338711.6226
MEM 9135.640625 1554338711.7353
MEM 9135.640625 1554338711.8477
MEM 9135.640625 1554338711.9605
MEM 9135.640625 1554338712.0718
MEM 9135.640625 1554338712.1835
MEM 9135.640625 1554338712.2963
MEM 9135.640625 1554338712.4090
MEM 9135.640625 1554338712.5219
MEM 9135.640625 1554338712.6345
MEM 9135.640625 1554338712.7474
MEM 9135.640625 1554338712.8603
MEM 9135.640625 1554338712.9732
MEM 9135.640625 1554338713.0849
MEM 9135.640625 1554338713.1979
MEM 9135.640625 1554338713.3096
MEM 9135.640625 1554338713.4217
MEM 9135.640625 1554338713.5343
MEM 9135.640625 1554338713.6469
MEM 9135.640625 1554338713.7598
MEM 9135.640625 1554338713.8728
MEM 9135.640625 1554338713.9855
MEM 9135.640625 1554338714.0977
MEM 9135.640625 1554338714.2093
MEM 9135.640625 1554338714.3214
MEM 9135.640625 1554338714.4342
MEM 9135.640625 1554338714.5463
MEM 9135.640625 1554338714.6586
MEM 9135.640625 1554338714.7711
MEM 9135.640625 1554338714.8837
MEM 9135.640625 1554338714.9960
MEM 9135.640625 1554338715.1087
MEM 9135.640625 1554338715.2218
MEM 9135.640625 1554338715.3344
MEM 9135.640625 1554338715.4470
MEM 9135.640625 1554338715.5596
MEM 9135.640625 1554338715.6721
MEM 9135.640625 1554338715.7840
MEM 9135.640625 1554338715.8963
MEM 9135.640625 1554338716.0089
MEM 9135.640625 1554338716.1214
MEM 9135.640625 1554338716.2342
MEM 9135.640625 1554338716.3472
MEM 9135.640625 1554338716.4589
MEM 9135.640625 1554338716.5714
MEM 9135.640625 1554338716.6838
MEM 9135.640625 1554338716.7961
MEM 9135.640625 1554338716.9082
MEM 9135.640625 1554338717.0193
MEM 9135.640625 1554338717.1309
MEM 9135.640625 1554338717.2436
MEM 9135.640625 1554338717.3562
MEM 9135.640625 1554338717.4686
MEM 9135.640625 1554338717.5805
MEM 9135.640625 1554338717.6933
MEM 9135.640625 1554338717.8059
MEM 9135.640625 1554338717.9185
MEM 9135.640625 1554338718.0315
MEM 9135.640625 1554338718.1437
MEM 9135.640625 1554338718.2559
MEM 9135.640625 1554338718.3679
MEM 9135.640625 1554338718.4804
MEM 9135.640625 1554338718.5931
MEM 9135.640625 1554338718.7055
MEM 9135.640625 1554338718.8185
MEM 9135.640625 1554338718.9316
MEM 9135.640625 1554338719.0437
MEM 9135.640625 1554338719.1560
MEM 9135.640625 1554338719.2688
MEM 9135.640625 1554338719.3804
MEM 9135.640625 1554338719.4934
MEM 9135.640625 1554338719.6062
MEM 9135.640625 1554338719.7191
MEM 9135.640625 1554338719.8315
MEM 9135.640625 1554338719.9439
MEM 9135.640625 1554338720.0565
MEM 9135.640625 1554338720.1690
MEM 9135.640625 1554338720.2814
MEM 9135.640625 1554338720.3939
MEM 9135.640625 1554338720.5057
MEM 9135.640625 1554338720.6184
MEM 9135.640625 1554338720.7302
MEM 9135.640625 1554338720.8423
MEM 9135.640625 1554338720.9548
MEM 9135.640625 1554338721.0676
MEM 9135.640625 1554338721.1803
MEM 9135.640625 1554338721.2929
MEM 9135.640625 1554338721.4053
MEM 9135.640625 1554338721.5171
MEM 9135.640625 1554338721.6290
MEM 9135.640625 1554338721.7403
MEM 9135.640625 1554338721.8509
MEM 9135.640625 1554338721.9633
MEM 9135.640625 1554338722.0759
MEM 9135.640625 1554338722.1886
MEM 9135.640625 1554338722.3010
MEM 9135.640625 1554338722.4135
MEM 9135.640625 1554338722.5260
MEM 9135.640625 1554338722.6386
MEM 9135.640625 1554338722.7500
MEM 9135.640625 1554338722.8614
MEM 9135.640625 1554338722.9724
MEM 9135.640625 1554338723.0851
MEM 9135.640625 1554338723.1977
MEM 9135.640625 1554338723.3103
MEM 9135.640625 1554338723.4228
MEM 9135.640625 1554338723.5356
MEM 9135.640625 1554338723.6480
MEM 9135.640625 1554338723.7603
MEM 9135.640625 1554338723.8714
MEM 9135.640625 1554338723.9836
MEM 9135.640625 1554338724.0958
MEM 9135.640625 1554338724.2082
MEM 9135.640625 1554338724.3208
MEM 9135.640625 1554338724.4334
MEM 9135.640625 1554338724.5465
MEM 9135.640625 1554338724.6593
MEM 9135.640625 1554338724.7720
MEM 9135.640625 1554338724.8829
MEM 9135.640625 1554338724.9953
MEM 9135.640625 1554338725.1074
MEM 9135.640625 1554338725.2202
MEM 9135.640625 1554338725.3325
MEM 9135.640625 1554338725.4447
MEM 9135.640625 1554338725.5574
MEM 9135.640625 1554338725.6701
MEM 9135.640625 1554338725.7826
MEM 9135.640625 1554338725.8938
MEM 9135.640625 1554338726.0051
MEM 9135.640625 1554338726.1170
MEM 9135.640625 1554338726.2285
MEM 9135.640625 1554338726.3408
MEM 9135.640625 1554338726.4534
MEM 9135.640625 1554338726.5656
MEM 9135.640625 1554338726.6780
MEM 9135.640625 1554338726.7906
MEM 9135.640625 1554338726.9024
MEM 9135.640625 1554338727.0141
MEM 9135.640625 1554338727.1267
MEM 9135.640625 1554338727.2378
MEM 9135.640625 1554338727.3502
MEM 9135.640625 1554338727.4625
MEM 9135.640625 1554338727.5752
MEM 9135.640625 1554338727.6879
MEM 9135.640625 1554338727.7990
MEM 9135.640625 1554338727.9117
MEM 9135.640625 1554338728.0228
MEM 9135.640625 1554338728.1350
MEM 9135.640625 1554338728.2462
MEM 9135.640625 1554338728.3581
MEM 9135.640625 1554338728.4699
MEM 9135.640625 1554338728.5821
MEM 9135.640625 1554338728.6936
MEM 9135.640625 1554338728.8057
MEM 9135.640625 1554338728.9184
MEM 9135.640625 1554338729.0298
MEM 9135.640625 1554338729.1423
MEM 9135.640625 1554338729.2536
MEM 9135.640625 1554338729.3658
MEM 9135.640625 1554338729.4782
MEM 9135.640625 1554338729.5893
MEM 9135.640625 1554338729.7015
MEM 9135.640625 1554338729.8139
MEM 9135.640625 1554338729.9251
MEM 9135.640625 1554338730.0369
MEM 9135.640625 1554338730.1491
MEM 9135.640625 1554338730.2613
MEM 9135.640625 1554338730.3736
MEM 9135.640625 1554338730.4854
MEM 9135.640625 1554338730.5972
MEM 9135.640625 1554338730.7088
MEM 9135.640625 1554338730.8208
MEM 9135.640625 1554338730.9320
MEM 9135.640625 1554338731.0443
MEM 9135.640625 1554338731.1555
MEM 9135.640625 1554338731.2676
MEM 9135.640625 1554338731.3796
MEM 9135.640625 1554338731.4914
MEM 9135.640625 1554338731.6033
MEM 9135.640625 1554338731.7155
MEM 9135.640625 1554338731.8267
MEM 9135.640625 1554338731.9391
MEM 9135.640625 1554338732.0502
MEM 9135.640625 1554338732.1614
MEM 9135.640625 1554338732.2732
MEM 9135.640625 1554338732.3854
MEM 9135.640625 1554338732.4975
MEM 9135.640625 1554338732.6098
MEM 9135.640625 1554338732.7209
MEM 9135.640625 1554338732.8328
MEM 9135.640625 1554338732.9435
MEM 9135.640625 1554338733.0552
MEM 9135.640625 1554338733.1669
MEM 9135.640625 1554338733.2788
MEM 9135.640625 1554338733.3910
MEM 9135.640625 1554338733.5034
MEM 9135.640625 1554338733.6145
MEM 9135.640625 1554338733.7266
MEM 9135.640625 1554338733.8373
MEM 9135.640625 1554338733.9492
MEM 9135.640625 1554338734.0613
MEM 9135.640625 1554338734.1733
MEM 9135.640625 1554338734.2853
MEM 9135.640625 1554338734.3974
MEM 9135.640625 1554338734.5084
MEM 9135.640625 1554338734.6201
MEM 9135.640625 1554338734.7316
MEM 9135.640625 1554338734.8435
MEM 9135.640625 1554338734.9553
MEM 9135.640625 1554338735.0672
MEM 9135.640625 1554338735.1789
MEM 9135.640625 1554338735.2898
MEM 9135.640625 1554338735.4012
MEM 9135.640625 1554338735.5135
MEM 9135.640625 1554338735.6256
MEM 9135.640625 1554338735.7376
MEM 9135.640625 1554338735.8498
MEM 9135.640625 1554338735.9621
MEM 9135.640625 1554338736.0732
MEM 9135.640625 1554338736.1846
MEM 9135.640625 1554338736.2964
MEM 9135.640625 1554338736.4079
MEM 9135.640625 1554338736.5196
MEM 9135.640625 1554338736.6317
MEM 9135.640625 1554338736.7434
MEM 9135.640625 1554338736.8549
MEM 9135.640625 1554338736.9661
MEM 9135.640625 1554338737.0782
MEM 9135.640625 1554338737.1889
MEM 9135.640625 1554338737.3006
MEM 9135.640625 1554338737.4121
MEM 9135.640625 1554338737.5234
MEM 9135.640625 1554338737.6348
MEM 9135.640625 1554338737.7459
MEM 9135.640625 1554338737.8577
MEM 9135.640625 1554338737.9692
MEM 9135.640625 1554338738.0808
MEM 9135.640625 1554338738.1921
MEM 9135.640625 1554338738.3037
MEM 9135.640625 1554338738.4147
MEM 9135.640625 1554338738.5260
MEM 9135.640625 1554338738.6374
MEM 9135.640625 1554338738.7494
MEM 9135.640625 1554338738.8605
MEM 9135.640625 1554338738.9722
MEM 9135.640625 1554338739.0837
MEM 9135.640625 1554338739.1952
MEM 9135.640625 1554338739.3069
MEM 9135.640625 1554338739.4179
MEM 9135.640625 1554338739.5290
MEM 9135.640625 1554338739.6406
MEM 9135.640625 1554338739.7525
MEM 9135.640625 1554338739.8633
MEM 9135.640625 1554338739.9748
MEM 9135.640625 1554338740.0861
MEM 9135.640625 1554338740.1971
MEM 9135.640625 1554338740.3086
MEM 9135.640625 1554338740.4203
MEM 9135.640625 1554338740.5314
MEM 9135.640625 1554338740.6428
MEM 9135.640625 1554338740.7545
MEM 9135.640625 1554338740.8658
MEM 9135.640625 1554338740.9772
MEM 9135.640625 1554338741.0888
MEM 9135.640625 1554338741.1998
MEM 9135.640625 1554338741.3110
MEM 9135.640625 1554338741.4223
MEM 9135.640625 1554338741.5337
MEM 9135.640625 1554338741.6449
MEM 9135.640625 1554338741.7563
MEM 9135.640625 1554338741.8671
MEM 9135.640625 1554338741.9781
MEM 9135.640625 1554338742.0890
MEM 9135.640625 1554338742.2003
MEM 9135.640625 1554338742.3115
MEM 9135.640625 1554338742.4229
MEM 9135.640625 1554338742.5338
MEM 9135.640625 1554338742.6452
MEM 9135.640625 1554338742.7561
MEM 9135.640625 1554338742.8677
MEM 9135.640625 1554338742.9794
MEM 9135.640625 1554338743.0907
MEM 9135.640625 1554338743.2018
MEM 9135.640625 1554338743.3132
MEM 9135.640625 1554338743.4245
MEM 9135.640625 1554338743.5358
MEM 9135.640625 1554338743.6468
MEM 9135.640625 1554338743.7581
MEM 9135.640625 1554338743.8695
MEM 9135.640625 1554338743.9806
MEM 9135.640625 1554338744.0921
MEM 9135.640625 1554338744.2030
MEM 9135.640625 1554338744.3141
MEM 9135.640625 1554338744.4256
MEM 9135.640625 1554338744.5367
MEM 9135.640625 1554338744.6482
MEM 9135.640625 1554338744.7593
MEM 9135.640625 1554338744.8704
MEM 9135.640625 1554338744.9816
MEM 9135.640625 1554338745.0924
MEM 9135.640625 1554338745.2034
MEM 9135.640625 1554338745.3143
MEM 9135.640625 1554338745.4253
MEM 9135.640625 1554338745.5365
MEM 9135.640625 1554338745.6475
MEM 9135.640625 1554338745.7589
MEM 9135.640625 1554338745.8699
MEM 9135.640625 1554338745.9812
MEM 9135.640625 1554338746.0924
MEM 9135.640625 1554338746.2038
MEM 9135.640625 1554338746.3152
MEM 9135.640625 1554338746.4264
MEM 9135.640625 1554338746.5377
MEM 9135.640625 1554338746.6487
MEM 9135.640625 1554338746.7601
MEM 9135.640625 1554338746.8711
MEM 9135.640625 1554338746.9824
MEM 9135.640625 1554338747.0936
MEM 9135.640625 1554338747.2046
MEM 9135.640625 1554338747.3155
MEM 9135.640625 1554338747.4268
MEM 9135.640625 1554338747.5381
MEM 9135.640625 1554338747.6491
MEM 9135.640625 1554338747.7601
MEM 9135.640625 1554338747.8711
MEM 9135.640625 1554338747.9823
MEM 9135.640625 1554338748.0935
MEM 9135.640625 1554338748.2044
MEM 9135.640625 1554338748.3156
MEM 9135.640625 1554338748.4268
MEM 9135.640625 1554338748.5377
MEM 9135.640625 1554338748.6488
MEM 9135.640625 1554338748.7598
MEM 9135.640625 1554338748.8704
MEM 9135.640625 1554338748.9809
MEM 9135.640625 1554338749.0919
MEM 9135.640625 1554338749.2031
MEM 9135.640625 1554338749.3135
MEM 9135.640625 1554338749.4241
MEM 9135.640625 1554338749.5352
MEM 9135.640625 1554338749.6455
MEM 9135.640625 1554338749.7561
MEM 9135.640625 1554338749.8671
MEM 9135.640625 1554338749.9772
MEM 9135.640625 1554338750.0879
MEM 9135.640625 1554338750.1984
MEM 9135.640625 1554338750.3086
MEM 9135.640625 1554338750.4195
MEM 9135.640625 1554338750.5305
MEM 9135.640625 1554338750.6411
MEM 9135.640625 1554338750.7517
MEM 9135.640625 1554338750.8625
MEM 9135.640625 1554338750.9730
MEM 9135.640625 1554338751.0836
MEM 9135.640625 1554338751.1939
MEM 9135.640625 1554338751.3044
MEM 9135.640625 1554338751.4143
MEM 9135.640625 1554338751.5247
MEM 9135.640625 1554338751.6347
MEM 9135.640625 1554338751.7451
MEM 9135.640625 1554338751.8552
MEM 9135.640625 1554338751.9654
MEM 9135.640625 1554338752.0755
MEM 9135.640625 1554338752.1857
MEM 9135.640625 1554338752.2950
MEM 9135.640625 1554338752.4041
MEM 9135.640625 1554338752.5133
MEM 9135.640625 1554338752.6223
MEM 9135.640625 1554338752.7309
MEM 9135.640625 1554338752.8396
MEM 9135.640625 1554338752.9483
MEM 9135.640625 1554338753.0573
MEM 9135.640625 1554338753.1656
MEM 9135.640625 1554338753.2743
MEM 9135.640625 1554338753.3832
MEM 9135.640625 1554338753.4927
MEM 9135.640625 1554338753.5989
MEM 9135.640625 1554338753.7050
MEM 9135.640625 1554338753.8110
MEM 9135.640625 1554338753.9168
MEM 9135.640625 1554338754.0227
MEM 9135.640625 1554338754.1319
MEM 9135.640625 1554338754.2380
MEM 9135.640625 1554338754.3438
MEM 9135.640625 1554338754.4499
MEM 9135.640625 1554338754.5560
MEM 9135.640625 1554338754.6622
MEM 9135.640625 1554338754.7680
MEM 9135.640625 1554338754.8737
MEM 9135.640625 1554338754.9797
MEM 9135.640625 1554338755.0859
MEM 9135.640625 1554338755.1918
MEM 9135.640625 1554338755.2976
MEM 9135.640625 1554338755.4036
MEM 9135.640625 1554338755.5108
MEM 9135.640625 1554338755.6167
MEM 9135.640625 1554338755.7225
MEM 9135.640625 1554338755.8286
MEM 9135.640625 1554338755.9355
MEM 9135.640625 1554338756.0416
MEM 9135.640625 1554338756.1474
MEM 9135.640625 1554338756.2532
MEM 9135.640625 1554338756.3591
MEM 9135.640625 1554338756.4649
MEM 9135.640625 1554338756.5765
MEM 9135.640625 1554338756.6883
MEM 9135.640625 1554338756.8002
MEM 9135.640625 1554338756.9118
MEM 9135.640625 1554338757.0236
MEM 9135.640625 1554338757.1357
MEM 9135.640625 1554338757.2476
MEM 9135.640625 1554338757.3594
MEM 9135.640625 1554338757.4708
MEM 9135.640625 1554338757.5822
MEM 9135.640625 1554338757.6936
MEM 9135.640625 1554338757.8049
MEM 9135.640625 1554338757.9173
MEM 9135.640625 1554338758.0296
MEM 9135.640625 1554338758.1423
MEM 9135.640625 1554338758.2550
MEM 9135.640625 1554338758.3678
MEM 9135.640625 1554338758.4813
MEM 9135.640625 1554338758.5943
MEM 9135.640625 1554338758.7076
MEM 9135.640625 1554338758.8210
MEM 9135.640625 1554338758.9343
MEM 9135.640625 1554338759.0475
MEM 9135.640625 1554338759.1611
MEM 9135.640625 1554338759.2743
MEM 9135.640625 1554338759.3876
MEM 9135.640625 1554338759.5002
MEM 9135.640625 1554338759.6131
MEM 9135.640625 1554338759.7263
MEM 9135.640625 1554338759.8396
MEM 9135.640625 1554338759.9528
MEM 9135.640625 1554338760.0657
MEM 9135.640625 1554338760.1788
MEM 9135.640625 1554338760.2919
MEM 9135.640625 1554338760.4043
MEM 9135.640625 1554338760.5168
MEM 9135.640625 1554338760.6295
MEM 9135.640625 1554338760.7428
MEM 9135.640625 1554338760.8558
MEM 9135.640625 1554338760.9689
MEM 9135.640625 1554338761.0814
MEM 9135.640625 1554338761.1943
MEM 9135.640625 1554338761.3076
MEM 9135.640625 1554338761.4206
MEM 9135.640625 1554338761.5337
MEM 9135.640625 1554338761.6476
MEM 9135.640625 1554338761.7608
MEM 9135.640625 1554338761.8739
MEM 9135.640625 1554338761.9872
MEM 9135.640625 1554338762.1003
MEM 9135.640625 1554338762.2137
MEM 9135.640625 1554338762.3275
MEM 9135.640625 1554338762.4400
MEM 9135.640625 1554338762.5532
MEM 9135.640625 1554338762.6665
MEM 9135.640625 1554338762.7791
MEM 9135.640625 1554338762.8913
MEM 9135.640625 1554338763.0044
MEM 9135.640625 1554338763.1176
MEM 9135.640625 1554338763.2311
MEM 9135.640625 1554338763.3445
MEM 9135.640625 1554338763.4579
MEM 9135.640625 1554338763.5709
MEM 9135.640625 1554338763.6843
MEM 9135.640625 1554338763.7972
MEM 9135.640625 1554338763.9102
MEM 9135.640625 1554338764.0227
MEM 9135.640625 1554338764.1340
MEM 9135.640625 1554338764.2472
MEM 9135.640625 1554338764.3601
MEM 9135.640625 1554338764.4730
MEM 9135.640625 1554338764.5861
MEM 9135.640625 1554338764.6994
MEM 9135.640625 1554338764.8126
MEM 9135.640625 1554338764.9255
MEM 9135.640625 1554338765.0381
MEM 9135.640625 1554338765.1504
MEM 9135.640625 1554338765.2631
MEM 9135.640625 1554338765.3760
MEM 9135.640625 1554338765.4889
MEM 9135.640625 1554338765.6017
MEM 9135.640625 1554338765.7146
MEM 9135.640625 1554338765.8280
MEM 9135.640625 1554338765.9411
MEM 9135.640625 1554338766.0540
MEM 9135.640625 1554338766.1670
MEM 9135.640625 1554338766.2801
MEM 9135.640625 1554338766.3934
MEM 9135.640625 1554338766.5063
MEM 9135.640625 1554338766.6196
MEM 9135.640625 1554338766.7329
MEM 9135.640625 1554338766.8465
MEM 9135.640625 1554338766.9598
MEM 9135.640625 1554338767.0729
MEM 9135.640625 1554338767.1863
MEM 9135.640625 1554338767.2995
MEM 9135.640625 1554338767.4117
MEM 9135.640625 1554338767.5246
MEM 9135.640625 1554338767.6370
MEM 9135.640625 1554338767.7500
MEM 9135.640625 1554338767.8631
MEM 9135.640625 1554338767.9761
MEM 9135.640625 1554338768.0894
MEM 9135.640625 1554338768.2026
MEM 9135.640625 1554338768.3161
MEM 9135.640625 1554338768.4291
MEM 9135.640625 1554338768.5403
MEM 9135.640625 1554338768.6533
MEM 9135.640625 1554338768.7662
MEM 9135.640625 1554338768.8802
MEM 9135.640625 1554338768.9932
MEM 9135.640625 1554338769.1059
MEM 9135.640625 1554338769.2186
MEM 9135.640625 1554338769.3319
MEM 9135.640625 1554338769.4451
MEM 9135.640625 1554338769.5580
MEM 9135.640625 1554338769.6709
MEM 9135.640625 1554338769.7835
MEM 9135.640625 1554338769.8951
MEM 9135.640625 1554338770.0076
MEM 9135.640625 1554338770.1206
MEM 9135.640625 1554338770.2336
MEM 9135.640625 1554338770.3469
MEM 9135.640625 1554338770.4597
MEM 9135.640625 1554338770.5727
MEM 9135.640625 1554338770.6857
MEM 9135.640625 1554338770.7988
MEM 9135.640625 1554338770.9118
MEM 9135.640625 1554338771.0246
MEM 9135.640625 1554338771.1374
MEM 9135.640625 1554338771.2505
MEM 9135.640625 1554338771.3620
MEM 9135.640625 1554338771.4751
MEM 9135.640625 1554338771.5880
MEM 9135.640625 1554338771.7012
MEM 9135.640625 1554338771.8147
MEM 9135.640625 1554338771.9274
MEM 9135.640625 1554338772.0401
MEM 9135.640625 1554338772.1523
MEM 9135.640625 1554338772.2646
MEM 9135.640625 1554338772.3774
MEM 9135.640625 1554338772.4900
MEM 9135.640625 1554338772.6028
MEM 9135.640625 1554338772.7151
MEM 9135.640625 1554338772.8270
MEM 9135.640625 1554338772.9400
MEM 9135.640625 1554338773.0534
MEM 9135.640625 1554338773.1665
MEM 9135.640625 1554338773.2791
MEM 9135.640625 1554338773.3920
MEM 9135.640625 1554338773.5049
MEM 9135.640625 1554338773.6177
