CMDLINE python do_luvoir_AWS_BW10_small.py
MEM 2182.832031 1557946946.7218
MEM 2152.546875 1557946946.8365
MEM 2152.546875 1557946946.9499
MEM 2152.546875 1557946947.0630
MEM 2152.546875 1557946947.1769
MEM 2152.546875 1557946947.2913
MEM 2164.800781 1557946947.4057
MEM 2167.546875 1557946947.5208
MEM 2167.546875 1557946947.6364
MEM 2178.832031 1557946947.7505
MEM 2182.832031 1557946947.8639
MEM 2182.832031 1557946947.9773
MEM 2182.832031 1557946948.0907
MEM 2182.832031 1557946948.2040
MEM 2182.832031 1557946948.3185
MEM 2182.832031 1557946948.4339
MEM 2182.832031 1557946948.5486
MEM 2182.832031 1557946948.6646
MEM 2182.832031 1557946948.7793
MEM 2182.832031 1557946948.8931
MEM 2152.546875 1557946949.0065
MEM 2152.546875 1557946949.1198
MEM 2152.546875 1557946949.2331
MEM 2152.546875 1557946949.3475
MEM 2162.800781 1557946949.4619
MEM 2167.546875 1557946949.5766
MEM 2167.546875 1557946949.6924
MEM 2178.832031 1557946949.8068
MEM 2182.832031 1557946949.9202
MEM 2182.804688 1557946950.0335
MEM 2182.832031 1557946950.1469
MEM 2182.832031 1557946950.2602
MEM 2182.832031 1557946950.3738
MEM 2182.832031 1557946950.4883
MEM 2182.832031 1557946950.6030
MEM 2182.832031 1557946950.7182
MEM 2182.832031 1557946950.8341
MEM 2182.832031 1557946950.9481
MEM 2152.546875 1557946951.0613
MEM 2152.546875 1557946951.1746
MEM 2152.546875 1557946951.2880
MEM 2152.546875 1557946951.4014
MEM 2152.546875 1557946951.5159
MEM 2160.800781 1557946951.6303
MEM 2167.546875 1557946951.7450
MEM 2167.546875 1557946951.8608
MEM 2178.832031 1557946951.9757
MEM 2182.832031 1557946952.0893
MEM 2182.832031 1557946952.2026
MEM 2182.832031 1557946952.3167
MEM 2182.832031 1557946952.4301
MEM 2182.832031 1557946952.5450
MEM 2182.832031 1557946952.6597
MEM 2182.832031 1557946952.7741
MEM 2182.832031 1557946952.8892
MEM 2182.832031 1557946953.0039
MEM 2182.832031 1557946953.1192
MEM 2182.832031 1557946953.2331
MEM 2182.832031 1557946953.3463
MEM 2152.546875 1557946953.4595
MEM 2152.546875 1557946953.5726
MEM 2152.546875 1557946953.6860
MEM 2152.546875 1557946953.7999
MEM 2158.800781 1557946953.9140
MEM 2167.546875 1557946954.0276
MEM 2167.546875 1557946954.1427
MEM 2174.832031 1557946954.2576
MEM 2182.832031 1557946954.3714
MEM 2182.832031 1557946954.4848
MEM 2182.832031 1557946954.5980
MEM 2182.832031 1557946954.7112
MEM 2182.832031 1557946954.8248
MEM 2182.832031 1557946954.9389
MEM 2182.832031 1557946955.0534
MEM 2182.832031 1557946955.1707
MEM 2182.832031 1557946955.2854
MEM 2182.832031 1557946955.3986
MEM 2152.546875 1557946955.5121
MEM 2152.546875 1557946955.6253
MEM 2152.546875 1557946955.7384
MEM 2152.546875 1557946955.8525
MEM 2156.800781 1557946955.9674
MEM 2167.546875 1557946956.0828
MEM 2167.546875 1557946956.1981
MEM 2174.832031 1557946956.3128
MEM 2182.832031 1557946956.4264
MEM 2182.832031 1557946956.5445
MEM 2182.972656 1557946956.6577
MEM 2182.832031 1557946956.7708
MEM 2182.832031 1557946956.8849
MEM 2182.832031 1557946957.0001
MEM 2182.832031 1557946957.1145
MEM 2182.832031 1557946957.2300
MEM 2182.832031 1557946957.3444
MEM 2182.832031 1557946957.4577
MEM 2152.546875 1557946957.5710
MEM 2152.546875 1557946957.6841
MEM 2152.546875 1557946957.7973
MEM 2152.546875 1557946957.9114
MEM 2158.800781 1557946958.0256
MEM 2167.546875 1557946958.1389
MEM 2167.546875 1557946958.2536
MEM 2170.316406 1557946958.3692
MEM 2182.832031 1557946958.4834
MEM 2182.832031 1557946958.5968
MEM 2182.832031 1557946958.7102
MEM 2182.832031 1557946958.8235
MEM 2182.832031 1557946958.9368
MEM 2182.832031 1557946959.0510
MEM 2182.832031 1557946959.1665
MEM 2182.832031 1557946959.2811
MEM 2182.832031 1557946959.3964
MEM 2182.832031 1557946959.5106
MEM 2182.832031 1557946959.6239
MEM 2152.546875 1557946959.7372
MEM 2152.546875 1557946959.8504
MEM 2152.546875 1557946959.9636
MEM 2152.546875 1557946960.0777
MEM 2158.800781 1557946960.1917
MEM 2167.546875 1557946960.3053
MEM 2167.546875 1557946960.4204
MEM 2174.832031 1557946960.5353
MEM 2182.832031 1557946960.6490
MEM 2182.832031 1557946960.7623
MEM 2182.832031 1557946960.8756
MEM 2182.832031 1557946960.9887
MEM 2182.832031 1557946961.1020
MEM 2182.832031 1557946961.2162
MEM 2182.832031 1557946961.3305
MEM 2182.832031 1557946961.4449
MEM 2182.832031 1557946961.5604
MEM 2182.832031 1557946961.6746
MEM 2182.832031 1557946961.7879
MEM 2152.546875 1557946961.9012
MEM 2152.546875 1557946962.0143
MEM 2152.546875 1557946962.1276
MEM 2152.546875 1557946962.2414
MEM 2160.800781 1557946962.3554
MEM 2167.546875 1557946962.4696
MEM 2167.546875 1557946962.5850
MEM 2174.832031 1557946962.6996
MEM 2182.832031 1557946962.8133
MEM 2182.832031 1557946962.9266
MEM 2182.832031 1557946963.0399
MEM 2182.832031 1557946963.1530
MEM 2182.832031 1557946963.2667
MEM 2182.867188 1557946963.3809
MEM 2182.832031 1557946963.4953
MEM 2182.832031 1557946963.6100
MEM 2182.832031 1557946963.7256
MEM 2182.832031 1557946963.8397
MEM 2182.832031 1557946963.9531
MEM 2152.546875 1557946964.0663
MEM 2152.546875 1557946964.1794
MEM 2152.546875 1557946964.2929
MEM 2152.546875 1557946964.4067
MEM 2164.800781 1557946964.5223
MEM 2167.546875 1557946964.6369
MEM 2167.546875 1557946964.7524
MEM 2180.832031 1557946964.8667
MEM 2182.832031 1557946964.9800
MEM 2182.832031 1557946965.0933
MEM 2182.832031 1557946965.2066
MEM 2182.832031 1557946965.3198
MEM 2182.832031 1557946965.4338
MEM 2182.832031 1557946965.5481
MEM 2182.832031 1557946965.6638
MEM 2182.832031 1557946965.7793
MEM 2182.832031 1557946965.8936
MEM 2182.832031 1557946966.0069
MEM 2152.546875 1557946966.1202
MEM 2152.546875 1557946966.2333
MEM 2152.546875 1557946966.3466
MEM 2152.546875 1557946966.4603
MEM 2160.800781 1557946966.5742
MEM 2167.546875 1557946966.6881
MEM 2167.546875 1557946966.8031
MEM 2174.832031 1557946966.9184
MEM 2182.832031 1557946967.0322
MEM 2182.832031 1557946967.1455
MEM 2182.832031 1557946967.2588
MEM 2182.832031 1557946967.3718
MEM 2182.832031 1557946967.4851
MEM 2182.832031 1557946967.5993
MEM 2182.832031 1557946967.7133
MEM 2182.832031 1557946967.8280
MEM 2182.832031 1557946967.9435
MEM 2182.832031 1557946968.0578
MEM 2182.832031 1557946968.1711
MEM 2152.546875 1557946968.2844
MEM 2152.546875 1557946968.3977
MEM 2152.546875 1557946968.5107
MEM 2152.546875 1557946968.6245
MEM 2156.800781 1557946968.7387
MEM 2167.546875 1557946968.8544
MEM 2167.546875 1557946968.9698
MEM 2174.832031 1557946969.0846
MEM 2182.832031 1557946969.1983
MEM 2182.832031 1557946969.3117
MEM 2182.832031 1557946969.4249
MEM 2182.832031 1557946969.5381
MEM 2182.832031 1557946969.6518
MEM 2182.832031 1557946969.7665
MEM 2182.832031 1557946969.8810
MEM 2182.832031 1557946969.9958
MEM 2182.796875 1557946970.1112
MEM 2182.832031 1557946970.2252
MEM 2152.546875 1557946970.3385
MEM 2152.546875 1557946970.4517
MEM 2152.546875 1557946970.5649
MEM 2152.546875 1557946970.6787
MEM 2152.546875 1557946970.7929
MEM 2164.800781 1557946970.9064
MEM 2167.546875 1557946971.0210
MEM 2167.546875 1557946971.1365
MEM 2180.832031 1557946971.2509
MEM 2182.832031 1557946971.3640
MEM 2182.832031 1557946971.4773
MEM 2182.832031 1557946971.5906
MEM 2182.832031 1557946971.7037
MEM 2182.832031 1557946971.8178
MEM 2182.832031 1557946971.9319
MEM 2182.832031 1557946972.0462
MEM 2182.832031 1557946972.1617
MEM 2182.832031 1557946972.2764
MEM 2182.832031 1557946972.3897
MEM 2152.546875 1557946972.5030
MEM 2152.546875 1557946972.6162
MEM 2152.546875 1557946972.7292
MEM 2152.546875 1557946972.8429
MEM 2156.800781 1557946972.9580
MEM 2167.546875 1557946973.0739
MEM 2167.546875 1557946973.1893
MEM 2176.832031 1557946973.3038
MEM 2182.832031 1557946973.4198
MEM 2182.832031 1557946973.5331
MEM 2182.832031 1557946973.6463
MEM 2182.832031 1557946973.7595
MEM 2182.832031 1557946973.8735
MEM 2182.832031 1557946973.9885
MEM 2182.832031 1557946974.1043
MEM 2182.832031 1557946974.2198
MEM 2182.832031 1557946974.3340
MEM 2182.832031 1557946974.4474
MEM 2152.546875 1557946974.5607
MEM 2152.546875 1557946974.6739
MEM 2152.546875 1557946974.7868
MEM 2152.546875 1557946974.9006
MEM 2156.800781 1557946975.0148
MEM 2167.546875 1557946975.1284
MEM 2167.546875 1557946975.2430
MEM 2170.832031 1557946975.3586
MEM 2182.832031 1557946975.4727
MEM 2182.832031 1557946975.5861
MEM 2182.832031 1557946975.6994
MEM 2182.832031 1557946975.8126
MEM 2182.832031 1557946975.9258
MEM 2182.832031 1557946976.0400
MEM 2182.832031 1557946976.1543
MEM 2182.832031 1557946976.2689
MEM 2182.832031 1557946976.3844
MEM 2182.832031 1557946976.4986
MEM 2182.832031 1557946976.6120
MEM 2152.546875 1557946976.7252
MEM 2152.546875 1557946976.8383
MEM 2152.546875 1557946976.9512
MEM 2152.546875 1557946977.0651
MEM 2158.800781 1557946977.1790
MEM 2167.546875 1557946977.2927
MEM 2167.546875 1557946977.4074
MEM 2172.832031 1557946977.5230
MEM 2182.832031 1557946977.6371
MEM 2182.855469 1557946977.7505
MEM 2182.832031 1557946977.8638
MEM 2182.832031 1557946977.9769
MEM 2182.832031 1557946978.0901
MEM 2182.832031 1557946978.2043
MEM 2182.832031 1557946978.3185
MEM 2182.832031 1557946978.4331
MEM 2182.832031 1557946978.5486
MEM 2182.832031 1557946978.6627
MEM 2182.832031 1557946978.7760
MEM 2152.546875 1557946978.8893
MEM 2152.546875 1557946979.0022
MEM 2152.546875 1557946979.1151
MEM 2152.546875 1557946979.2293
MEM 2160.800781 1557946979.3435
MEM 2167.546875 1557946979.4577
MEM 2167.546875 1557946979.5729
MEM 2174.832031 1557946979.6877
MEM 2182.832031 1557946979.8027
MEM 2182.832031 1557946979.9160
MEM 2182.832031 1557946980.0292
MEM 2182.832031 1557946980.1423
MEM 2182.832031 1557946980.2562
MEM 2182.832031 1557946980.3704
MEM 2182.832031 1557946980.4846
MEM 2182.832031 1557946980.5999
MEM 2182.832031 1557946980.7149
MEM 2182.832031 1557946980.8285
MEM 2152.546875 1557946980.9418
MEM 2152.546875 1557946981.0547
MEM 2152.546875 1557946981.1677
MEM 2152.546875 1557946981.2817
MEM 2154.800781 1557946981.3967
MEM 2167.289062 1557946981.5100
MEM 2167.546875 1557946981.6246
MEM 2167.546875 1557946981.7402
MEM 2182.832031 1557946981.8543
MEM 2182.832031 1557946981.9675
MEM 2182.832031 1557946982.0807
MEM 2182.832031 1557946982.1939
MEM 2182.832031 1557946982.3072
MEM 2182.832031 1557946982.4214
MEM 2182.832031 1557946982.5357
MEM 2182.832031 1557946982.6515
MEM 2182.832031 1557946982.7671
MEM 2182.832031 1557946982.8813
MEM 2182.832031 1557946982.9947
MEM 2152.546875 1557946983.1078
MEM 2152.546875 1557946983.2207
MEM 2152.546875 1557946983.3339
MEM 2152.546875 1557946983.4480
MEM 2154.800781 1557946983.5623
MEM 2167.546875 1557946983.6780
MEM 2167.546875 1557946983.7933
MEM 2174.832031 1557946983.9081
MEM 2182.832031 1557946984.0218
MEM 2182.832031 1557946984.1352
MEM 2182.832031 1557946984.2485
MEM 2182.832031 1557946984.3618
MEM 2182.832031 1557946984.4754
MEM 2182.832031 1557946984.5896
MEM 2182.832031 1557946984.7038
MEM 2182.832031 1557946984.8185
MEM 2182.832031 1557946984.9341
MEM 2182.832031 1557946985.0482
MEM 2182.832031 1557946985.1615
MEM 2152.546875 1557946985.2746
MEM 2152.546875 1557946985.3878
MEM 2152.546875 1557946985.5014
MEM 2152.546875 1557946985.6155
MEM 2162.800781 1557946985.7296
MEM 2167.546875 1557946985.8439
MEM 2167.546875 1557946985.9594
MEM 2176.832031 1557946986.0738
MEM 2182.832031 1557946986.1871
MEM 2182.832031 1557946986.3004
MEM 2182.832031 1557946986.4137
MEM 2182.832031 1557946986.5269
MEM 2182.832031 1557946986.6409
MEM 2182.832031 1557946986.7550
MEM 2182.832031 1557946986.8693
MEM 2182.832031 1557946986.9842
MEM 2182.832031 1557946987.0996
MEM 2182.832031 1557946987.2134
MEM 2152.546875 1557946987.3265
MEM 2152.546875 1557946987.4394
MEM 2152.546875 1557946987.5525
MEM 2152.546875 1557946987.6664
MEM 2152.546875 1557946987.7806
MEM 2164.800781 1557946987.8948
MEM 2167.546875 1557946988.0093
MEM 2167.546875 1557946988.1248
MEM 2178.832031 1557946988.2391
MEM 2182.832031 1557946988.3525
MEM 2182.832031 1557946988.4658
MEM 2182.832031 1557946988.5789
MEM 2182.832031 1557946988.6921
MEM 2182.828125 1557946988.8061
MEM 2182.832031 1557946988.9203
MEM 2182.832031 1557946989.0361
MEM 2182.832031 1557946989.1515
MEM 2182.832031 1557946989.2660
MEM 2182.832031 1557946989.3790
MEM 2152.546875 1557946989.4920
MEM 2152.546875 1557946989.6052
MEM 2152.546875 1557946989.7184
MEM 2152.546875 1557946989.8324
MEM 2158.800781 1557946989.9474
MEM 2167.546875 1557946990.0614
MEM 2167.546875 1557946990.1768
MEM 2174.832031 1557946990.2914
MEM 2182.832031 1557946990.4048
MEM 2182.832031 1557946990.5181
MEM 2182.832031 1557946990.6314
MEM 2182.832031 1557946990.7446
MEM 2182.832031 1557946990.8588
MEM 2182.832031 1557946990.9729
MEM 2182.832031 1557946991.0874
MEM 2182.832031 1557946991.2025
MEM 2182.832031 1557946991.3176
MEM 2182.832031 1557946991.4315
MEM 2152.546875 1557946991.5446
MEM 2152.546875 1557946991.6576
MEM 2152.546875 1557946991.7708
MEM 2152.546875 1557946991.8847
MEM 2152.800781 1557946991.9995
MEM 2164.800781 1557946992.1130
MEM 2167.546875 1557946992.2277
MEM 2167.546875 1557946992.3433
MEM 2180.832031 1557946992.4575
MEM 2182.832031 1557946992.5708
MEM 2182.832031 1557946992.6840
MEM 2182.832031 1557946992.7973
MEM 2182.832031 1557946992.9105
MEM 2182.832031 1557946993.0248
MEM 2182.832031 1557946993.1391
MEM 2182.832031 1557946993.2534
MEM 2182.832031 1557946993.3690
MEM 2182.832031 1557946993.4834
MEM 2182.832031 1557946993.5965
MEM 2152.546875 1557946993.7096
MEM 2152.546875 1557946993.8228
MEM 2152.546875 1557946993.9360
MEM 2152.546875 1557946994.0501
MEM 2154.800781 1557946994.1642
MEM 2167.546875 1557946994.2798
MEM 2167.546875 1557946994.3948
MEM 2174.832031 1557946994.5100
MEM 2182.832031 1557946994.6238
MEM 2182.832031 1557946994.7372
MEM 2182.832031 1557946994.8505
MEM 2182.832031 1557946994.9636
MEM 2182.832031 1557946995.0769
MEM 2182.832031 1557946995.1911
MEM 2182.832031 1557946995.3053
MEM 2182.832031 1557946995.4199
MEM 2182.832031 1557946995.5353
MEM 2182.832031 1557946995.6492
MEM 2182.832031 1557946995.7623
MEM 2152.546875 1557946995.8756
MEM 2152.546875 1557946995.9888
MEM 2152.546875 1557946996.1020
MEM 2152.546875 1557946996.2161
MEM 2158.800781 1557946996.3303
MEM 2167.546875 1557946996.4462
MEM 2167.546875 1557946996.5615
MEM 2178.832031 1557946996.6759
MEM 2182.843750 1557946996.7894
MEM 2182.832031 1557946996.9028
MEM 2182.832031 1557946997.0162
MEM 2182.832031 1557946997.1294
MEM 2182.832031 1557946997.2433
MEM 2182.832031 1557946997.3575
MEM 2182.832031 1557946997.4720
MEM 2182.832031 1557946997.5870
MEM 2182.832031 1557946997.7022
MEM 2182.832031 1557946997.8156
MEM 2152.546875 1557946997.9289
MEM 2152.546875 1557946998.0422
MEM 2152.546875 1557946998.1553
MEM 2152.546875 1557946998.2694
MEM 2152.800781 1557946998.3842
MEM 2167.546875 1557946998.4996
MEM 2167.546875 1557946998.6144
MEM 2172.832031 1557946998.7299
MEM 2182.832031 1557946998.8441
MEM 2182.832031 1557946998.9575
MEM 2182.832031 1557946999.0708
MEM 2182.832031 1557946999.1840
MEM 2182.832031 1557946999.2973
MEM 2182.832031 1557946999.4114
MEM 2182.832031 1557946999.5253
MEM 2182.832031 1557946999.6399
MEM 2182.832031 1557946999.7555
MEM 2182.832031 1557946999.8694
MEM 2182.832031 1557946999.9825
MEM 2152.546875 1557947000.0958
MEM 2152.546875 1557947000.2089
MEM 2152.546875 1557947000.3221
MEM 2152.546875 1557947000.4363
MEM 2160.800781 1557947000.5506
MEM 2167.546875 1557947000.6647
MEM 2167.546875 1557947000.7799
MEM 2174.832031 1557947000.8948
MEM 2182.832031 1557947001.0085
MEM 2182.828125 1557947001.1219
MEM 2182.832031 1557947001.2352
MEM 2182.832031 1557947001.3484
MEM 2182.832031 1557947001.4616
MEM 2182.832031 1557947001.5762
MEM 2182.832031 1557947001.6903
MEM 2182.832031 1557947001.8050
MEM 2182.832031 1557947001.9203
MEM 2182.832031 1557947002.0343
MEM 2182.832031 1557947002.1476
MEM 2152.546875 1557947002.2610
MEM 2152.546875 1557947002.3741
MEM 2152.546875 1557947002.4874
MEM 2152.546875 1557947002.6015
MEM 2162.800781 1557947002.7158
MEM 2167.546875 1557947002.8303
MEM 2167.546875 1557947002.9458
MEM 2178.832031 1557947003.0602
MEM 2182.832031 1557947003.1736
MEM 2182.832031 1557947003.2869
MEM 2182.832031 1557947003.4001
MEM 2182.882812 1557947003.5133
MEM 2182.832031 1557947003.6269
MEM 2182.832031 1557947003.7411
MEM 2182.832031 1557947003.8556
MEM 2182.832031 1557947003.9702
MEM 2182.832031 1557947004.0856
MEM 2182.832031 1557947004.1996
MEM 2182.832031 1557947004.3130
MEM 2152.546875 1557947004.4263
MEM 2152.546875 1557947004.5394
MEM 2152.546875 1557947004.6526
MEM 2152.546875 1557947004.7668
MEM 2164.800781 1557947004.8823
MEM 2167.546875 1557947004.9968
MEM 2167.546875 1557947005.1123
MEM 2178.832031 1557947005.2267
MEM 2182.832031 1557947005.3400
MEM 2182.832031 1557947005.4534
MEM 2182.832031 1557947005.5667
MEM 2182.832031 1557947005.6799
MEM 2182.832031 1557947005.7937
MEM 2182.832031 1557947005.9080
MEM 2182.832031 1557947006.0222
MEM 2182.832031 1557947006.1366
MEM 2182.832031 1557947006.2519
MEM 2182.832031 1557947006.3660
MEM 2152.546875 1557947006.4793
MEM 2152.546875 1557947006.5926
MEM 2152.546875 1557947006.7058
MEM 2152.546875 1557947006.8193
MEM 2152.546875 1557947006.9333
MEM 2162.800781 1557947007.0473
MEM 2167.539062 1557947007.1617
MEM 2167.546875 1557947007.2771
MEM 2174.832031 1557947007.3917
MEM 2182.832031 1557947007.5054
MEM 2182.832031 1557947007.6188
MEM 2182.832031 1557947007.7321
MEM 2182.832031 1557947007.8453
MEM 2182.832031 1557947007.9586
MEM 2182.832031 1557947008.0734
MEM 2182.832031 1557947008.1875
MEM 2182.832031 1557947008.3019
MEM 2182.832031 1557947008.4175
MEM 2182.832031 1557947008.5315
MEM 2152.546875 1557947008.6448
MEM 2152.546875 1557947008.7580
MEM 2152.546875 1557947008.8722
MEM 2152.546875 1557947008.9864
MEM 2156.800781 1557947009.1012
MEM 2167.546875 1557947009.2169
MEM 2167.546875 1557947009.3322
MEM 2174.832031 1557947009.4470
MEM 2182.832031 1557947009.5607
MEM 2182.832031 1557947009.6741
MEM 2182.832031 1557947009.7873
MEM 2182.832031 1557947009.9006
MEM 2182.832031 1557947010.0139
MEM 2182.832031 1557947010.1281
MEM 2182.964844 1557947010.2423
MEM 2182.832031 1557947010.3565
MEM 2182.832031 1557947010.4720
MEM 2182.832031 1557947010.5865
MEM 2182.832031 1557947010.6998
MEM 2152.546875 1557947010.8130
MEM 2152.546875 1557947010.9263
MEM 2152.546875 1557947011.0396
MEM 2152.546875 1557947011.1540
MEM 2158.800781 1557947011.2680
MEM 2167.546875 1557947011.3836
MEM 2167.546875 1557947011.4990
MEM 2176.832031 1557947011.6135
MEM 2182.832031 1557947011.7269
MEM 2182.832031 1557947011.8402
MEM 2182.832031 1557947011.9535
MEM 2182.832031 1557947012.0667
MEM 2182.832031 1557947012.1807
MEM 2182.832031 1557947012.2956
MEM 2182.832031 1557947012.4111
MEM 2182.832031 1557947012.5266
MEM 2182.832031 1557947012.6410
MEM 2182.832031 1557947012.7543
MEM 2152.546875 1557947012.8676
MEM 2152.546875 1557947012.9808
MEM 2152.546875 1557947013.0939
MEM 2152.546875 1557947013.2081
MEM 2158.800781 1557947013.3232
MEM 2167.546875 1557947013.4372
MEM 2167.546875 1557947013.5525
MEM 2174.832031 1557947013.6673
MEM 2182.832031 1557947013.7808
MEM 2182.832031 1557947013.8942
MEM 2182.832031 1557947014.0075
MEM 2182.832031 1557947014.1206
MEM 2182.832031 1557947014.2343
MEM 2182.832031 1557947014.3486
MEM 2182.832031 1557947014.4626
MEM 2182.832031 1557947014.5771
MEM 2182.832031 1557947014.6927
MEM 2182.832031 1557947014.8069
MEM 2168.546875 1557947014.9201
MEM 2152.546875 1557947015.0334
MEM 2152.546875 1557947015.1467
MEM 2152.546875 1557947015.2602
MEM 2152.546875 1557947015.3748
MEM 2167.546875 1557947015.4902
MEM 2167.546875 1557947015.6049
MEM 2170.832031 1557947015.7205
MEM 2182.832031 1557947015.8346
MEM 2182.832031 1557947015.9479
MEM 2182.832031 1557947016.0612
MEM 2182.832031 1557947016.1745
MEM 2182.832031 1557947016.2878
MEM 2182.832031 1557947016.4020
MEM 2182.832031 1557947016.5161
MEM 2182.832031 1557947016.6316
MEM 2182.832031 1557947016.7471
MEM 2182.832031 1557947016.8616
MEM 2182.832031 1557947016.9750
MEM 2152.546875 1557947017.0883
MEM 2152.546875 1557947017.2015
MEM 2152.546875 1557947017.3147
MEM 2152.546875 1557947017.4288
MEM 2160.800781 1557947017.5441
MEM 2167.546875 1557947017.6583
MEM 2167.546875 1557947017.7737
MEM 2174.832031 1557947017.8885
MEM 2182.832031 1557947018.0021
MEM 2182.832031 1557947018.1155
MEM 2182.832031 1557947018.2287
MEM 2182.832031 1557947018.3419
MEM 2182.832031 1557947018.4556
MEM 2182.832031 1557947018.5698
MEM 2182.832031 1557947018.6858
MEM 2182.832031 1557947018.8012
MEM 2182.832031 1557947018.9161
MEM 2182.832031 1557947019.0297
MEM 2152.546875 1557947019.1431
MEM 2152.546875 1557947019.2564
MEM 2152.546875 1557947019.3694
MEM 2152.546875 1557947019.4836
MEM 2158.800781 1557947019.5987
MEM 2167.546875 1557947019.7124
MEM 2167.546875 1557947019.8273
MEM 2174.832031 1557947019.9424
MEM 2182.832031 1557947020.0562
MEM 2182.832031 1557947020.1695
MEM 2182.832031 1557947020.2828
MEM 2182.832031 1557947020.3959
MEM 2182.832031 1557947020.5123
MEM 2182.832031 1557947020.6265
MEM 2182.832031 1557947020.7419
MEM 2182.832031 1557947020.8572
MEM 2182.832031 1557947020.9715
MEM 2182.832031 1557947021.0848
MEM 2152.546875 1557947021.1980
MEM 2152.546875 1557947021.3112
MEM 2152.546875 1557947021.4244
MEM 2152.546875 1557947021.5385
MEM 2158.800781 1557947021.6527
MEM 2167.546875 1557947021.7665
MEM 2167.546875 1557947021.8816
MEM 2174.832031 1557947021.9967
MEM 2182.832031 1557947022.1104
MEM 2182.832031 1557947022.2238
MEM 2182.832031 1557947022.3371
MEM 2182.832031 1557947022.4503
MEM 2182.832031 1557947022.5640
MEM 2182.832031 1557947022.6783
MEM 2182.832031 1557947022.7942
MEM 2182.832031 1557947022.9095
MEM 2182.832031 1557947023.0241
MEM 2182.832031 1557947023.1375
MEM 2152.546875 1557947023.2509
MEM 2152.546875 1557947023.3639
MEM 2152.546875 1557947023.4771
MEM 2152.546875 1557947023.5910
MEM 2152.800781 1557947023.7052
MEM 2167.546875 1557947023.8207
MEM 2167.546875 1557947023.9357
MEM 2174.832031 1557947024.0509
MEM 2182.832031 1557947024.1647
MEM 2182.832031 1557947024.2781
MEM 2182.832031 1557947024.3913
MEM 2182.832031 1557947024.5045
MEM 2182.832031 1557947024.6178
MEM 2182.832031 1557947024.7323
MEM 2182.832031 1557947024.8466
MEM 2182.832031 1557947024.9610
MEM 2182.832031 1557947025.0765
MEM 2182.832031 1557947025.1906
MEM 2182.832031 1557947025.3041
MEM 2152.546875 1557947025.4173
MEM 2152.546875 1557947025.5307
MEM 2152.546875 1557947025.6439
MEM 2152.546875 1557947025.7585
MEM 2162.800781 1557947025.8727
MEM 2167.546875 1557947025.9871
MEM 2167.546875 1557947026.1026
MEM 2178.832031 1557947026.2171
MEM 2182.832031 1557947026.3304
MEM 2182.832031 1557947026.4437
MEM 2182.832031 1557947026.5570
MEM 2182.832031 1557947026.6703
MEM 2182.832031 1557947026.7840
MEM 2182.832031 1557947026.8982
MEM 2182.832031 1557947027.0141
MEM 2182.832031 1557947027.1293
MEM 2182.832031 1557947027.2440
MEM 2182.832031 1557947027.3575
MEM 2152.546875 1557947027.4708
MEM 2152.546875 1557947027.5840
MEM 2152.546875 1557947027.6972
MEM 2152.546875 1557947027.8113
MEM 2156.800781 1557947027.9263
MEM 2167.546875 1557947028.0420
MEM 2167.546875 1557947028.1571
MEM 2174.832031 1557947028.2722
MEM 2182.832031 1557947028.3858
MEM 2182.832031 1557947028.4992
MEM 2182.832031 1557947028.6123
MEM 2182.832031 1557947028.7256
MEM 2182.832031 1557947028.8388
MEM 2182.832031 1557947028.9529
MEM 2182.832031 1557947029.0670
MEM 2182.832031 1557947029.1813
MEM 2182.832031 1557947029.2967
MEM 2182.832031 1557947029.4110
MEM 2182.832031 1557947029.5243
MEM 2152.546875 1557947029.6377
MEM 2152.546875 1557947029.7508
MEM 2152.546875 1557947029.8640
MEM 2152.546875 1557947029.9781
MEM 2160.800781 1557947030.0922
MEM 2167.546875 1557947030.2066
MEM 2167.546875 1557947030.3219
MEM 2174.832031 1557947030.4367
MEM 2182.832031 1557947030.5503
MEM 2182.832031 1557947030.6637
MEM 2182.832031 1557947030.7770
MEM 2182.832031 1557947030.8902
MEM 2182.832031 1557947031.0034
MEM 2182.832031 1557947031.1176
MEM 2182.832031 1557947031.2317
MEM 2182.832031 1557947031.3463
MEM 2182.832031 1557947031.4619
MEM 2182.832031 1557947031.5760
MEM 2182.832031 1557947031.6893
MEM 2152.546875 1557947031.8025
MEM 2152.546875 1557947031.9157
MEM 2152.546875 1557947032.0289
MEM 2152.546875 1557947032.1431
MEM 2160.800781 1557947032.2574
MEM 2167.546875 1557947032.3716
MEM 2167.546875 1557947032.4870
MEM 2174.832031 1557947032.6020
MEM 2182.832031 1557947032.7157
MEM 2182.832031 1557947032.8291
MEM 2182.832031 1557947032.9424
MEM 2182.832031 1557947033.0557
MEM 2182.832031 1557947033.1692
MEM 2182.832031 1557947033.2830
MEM 2182.832031 1557947033.3970
MEM 2182.832031 1557947033.5117
MEM 2182.832031 1557947033.6272
MEM 2182.832031 1557947033.7415
MEM 2182.832031 1557947033.8548
MEM 2152.546875 1557947033.9681
MEM 2152.546875 1557947034.0814
MEM 2152.546875 1557947034.1947
MEM 2152.546875 1557947034.3089
MEM 2158.800781 1557947034.4232
MEM 2167.546875 1557947034.5388
MEM 2167.546875 1557947034.6543
MEM 2174.832031 1557947034.7689
MEM 2182.832031 1557947034.8826
MEM 2182.832031 1557947034.9958
MEM 2182.832031 1557947035.1091
