CMDLINE python do_luvoir_telserv2_BW10_medium.py
MEM 1109.070312 1557948974.3451
MEM 1109.070312 1557948974.4686
MEM 1077.066406 1557948974.5861
MEM 1109.070312 1557948974.7017
MEM 1109.070312 1557948974.8170
MEM 1109.070312 1557948974.9323
MEM 1109.070312 1557948975.0482
MEM 1078.554688 1557948975.1639
MEM 1109.070312 1557948975.2798
MEM 1109.070312 1557948975.3954
MEM 1063.292969 1557948975.5111
MEM 1109.070312 1557948975.6268
MEM 1091.066406 1557948975.7419
MEM 1109.070312 1557948975.8576
MEM 1109.070312 1557948975.9738
MEM 1078.554688 1557948976.0894
MEM 1109.070312 1557948976.2051
MEM 1109.070312 1557948976.3207
MEM 1048.160156 1557948976.4362
MEM 1109.070312 1557948976.5514
MEM 1078.554688 1557948976.6669
MEM 1109.070312 1557948976.7832
MEM 1109.070312 1557948976.8994
MEM 1073.066406 1557948977.0150
MEM 1109.070312 1557948977.1306
MEM 1109.070312 1557948977.2461
MEM 1109.070312 1557948977.3613
MEM 1109.070312 1557948977.4772
MEM 1078.554688 1557948977.5929
MEM 1109.070312 1557948977.7089
MEM 1109.070312 1557948977.8245
MEM 1063.292969 1557948977.9404
MEM 1109.070312 1557948978.0560
MEM 1089.066406 1557948978.1711
MEM 1109.070312 1557948978.2870
MEM 1109.070312 1557948978.4032
MEM 1078.554688 1557948978.5188
MEM 1109.070312 1557948978.6345
MEM 1109.070312 1557948978.7505
MEM 1048.160156 1557948978.8660
MEM 1109.070312 1557948978.9811
MEM 1078.554688 1557948979.0966
MEM 1109.070312 1557948979.2127
MEM 1109.070312 1557948979.3287
MEM 1069.066406 1557948979.4446
MEM 1109.070312 1557948979.5602
MEM 1109.070312 1557948979.6756
MEM 1109.070312 1557948979.7907
MEM 1109.070312 1557948979.9068
MEM 1078.554688 1557948980.0225
MEM 1109.070312 1557948980.1385
MEM 1109.070312 1557948980.2540
MEM 1063.292969 1557948980.3697
MEM 1109.070312 1557948980.4852
MEM 1085.066406 1557948980.6003
MEM 1109.070312 1557948980.7163
MEM 1109.070312 1557948980.8323
MEM 1078.554688 1557948980.9481
MEM 1109.070312 1557948981.0636
MEM 1109.070312 1557948981.1791
MEM 1109.070312 1557948981.2945
MEM 1109.070312 1557948981.4104
MEM 1078.554688 1557948981.5259
MEM 1109.070312 1557948981.6418
MEM 1109.070312 1557948981.7575
MEM 1063.292969 1557948981.8732
MEM 1109.070312 1557948981.9889
MEM 1094.703125 1557948982.1041
MEM 1109.070312 1557948982.2199
MEM 1109.070312 1557948982.3361
MEM 1078.554688 1557948982.4518
MEM 1109.070312 1557948982.5676
MEM 1109.070312 1557948982.6833
MEM 1063.222656 1557948982.7989
MEM 1109.070312 1557948982.9142
MEM 1079.066406 1557948983.0295
MEM 1109.070312 1557948983.1454
MEM 1109.070312 1557948983.2613
MEM 1078.554688 1557948983.3770
MEM 1109.070312 1557948983.4925
MEM 1109.070312 1557948983.6079
MEM 1109.070312 1557948983.7232
MEM 1109.070312 1557948983.8389
MEM 1078.554688 1557948983.9544
MEM 1109.070312 1557948984.0703
MEM 1109.070312 1557948984.1859
MEM 1063.292969 1557948984.3016
MEM 1109.070312 1557948984.4173
MEM 1094.425781 1557948984.5323
MEM 1109.070312 1557948984.6482
MEM 1109.070312 1557948984.7644
MEM 1078.554688 1557948984.8800
MEM 1109.070312 1557948984.9957
MEM 1109.070312 1557948985.1114
MEM 1063.292969 1557948985.2271
MEM 1109.070312 1557948985.3424
MEM 1081.066406 1557948985.4577
MEM 1109.070312 1557948985.5745
MEM 1109.070312 1557948985.6903
MEM 1078.554688 1557948985.8060
MEM 1109.070312 1557948985.9215
MEM 1109.070312 1557948986.0370
MEM 1109.070312 1557948986.1524
MEM 1109.070312 1557948986.2682
MEM 1078.554688 1557948986.3837
MEM 1109.070312 1557948986.4996
MEM 1109.070312 1557948986.6152
MEM 1063.292969 1557948986.7308
MEM 1109.070312 1557948986.8465
MEM 1100.699219 1557948986.9616
MEM 1109.070312 1557948987.0775
MEM 1109.070312 1557948987.1937
MEM 1078.554688 1557948987.3092
MEM 1109.070312 1557948987.4249
MEM 1109.070312 1557948987.5406
MEM 1063.066406 1557948987.6562
MEM 1109.070312 1557948987.7715
MEM 1081.066406 1557948987.8867
MEM 1109.070312 1557948988.0028
MEM 1109.070312 1557948988.1186
MEM 1078.554688 1557948988.2344
MEM 1109.070312 1557948988.3499
MEM 1109.070312 1557948988.4654
MEM 1109.070312 1557948988.5810
MEM 1109.070312 1557948988.6970
MEM 1078.554688 1557948988.8126
MEM 1109.070312 1557948988.9285
MEM 1109.070312 1557948989.0443
MEM 1063.292969 1557948989.1600
MEM 1109.070312 1557948989.2756
MEM 1109.066406 1557948989.3908
MEM 1109.070312 1557948989.5060
MEM 1109.070312 1557948989.6223
MEM 1078.554688 1557948989.7379
MEM 1109.070312 1557948989.8537
MEM 1109.070312 1557948989.9693
MEM 1063.292969 1557948990.0848
MEM 1109.070312 1557948990.2002
MEM 1081.066406 1557948990.3154
MEM 1109.070312 1557948990.4314
MEM 1109.070312 1557948990.5473
MEM 1078.554688 1557948990.6630
MEM 1109.070312 1557948990.7785
MEM 1109.070312 1557948990.8940
MEM 1109.070312 1557948991.0093
MEM 1109.070312 1557948991.1250
MEM 1078.554688 1557948991.2406
MEM 1109.070312 1557948991.3565
MEM 1109.070312 1557948991.4722
MEM 1063.292969 1557948991.5879
MEM 1109.070312 1557948991.7037
MEM 1109.070312 1557948991.8190
MEM 1109.070312 1557948991.9342
MEM 1109.070312 1557948992.0503
MEM 1078.554688 1557948992.1659
MEM 1109.070312 1557948992.2816
MEM 1109.070312 1557948992.3974
MEM 1063.292969 1557948992.5130
MEM 1109.070312 1557948992.6284
MEM 1083.066406 1557948992.7437
MEM 1109.070312 1557948992.8596
MEM 1109.070312 1557948992.9754
MEM 1078.554688 1557948993.0911
MEM 1109.070312 1557948993.2067
MEM 1109.070312 1557948993.3222
MEM 1109.070312 1557948993.4375
MEM 1109.070312 1557948993.5533
MEM 1078.554688 1557948993.6688
MEM 1109.070312 1557948993.7847
MEM 1109.070312 1557948993.9002
MEM 1063.292969 1557948994.0160
MEM 1109.070312 1557948994.1318
MEM 1109.066406 1557948994.2470
MEM 1109.070312 1557948994.3621
MEM 1109.070312 1557948994.4783
MEM 1078.554688 1557948994.5938
MEM 1109.070312 1557948994.7095
MEM 1109.070312 1557948994.8251
MEM 1063.066406 1557948994.9407
MEM 1109.070312 1557948995.0559
MEM 1081.066406 1557948995.1713
MEM 1109.070312 1557948995.2873
MEM 1109.070312 1557948995.4031
MEM 1078.554688 1557948995.5189
MEM 1109.070312 1557948995.6345
MEM 1109.070312 1557948995.7499
MEM 1109.070312 1557948995.8652
MEM 1109.070312 1557948995.9810
MEM 1078.554688 1557948996.0966
MEM 1109.070312 1557948996.2125
MEM 1109.070312 1557948996.3281
MEM 1063.292969 1557948996.4438
MEM 1109.070312 1557948996.5594
MEM 1093.066406 1557948996.6745
MEM 1109.070312 1557948996.7902
MEM 1109.070312 1557948996.9064
MEM 1078.554688 1557948997.0219
MEM 1109.070312 1557948997.1374
MEM 1109.070312 1557948997.2529
MEM 1109.070312 1557948997.3683
MEM 1109.070312 1557948997.4840
MEM 1078.554688 1557948997.5997
MEM 1109.070312 1557948997.7154
MEM 1109.070312 1557948997.8310
MEM 1063.292969 1557948997.9468
MEM 1109.070312 1557948998.0623
MEM 1083.066406 1557948998.1774
MEM 1109.070312 1557948998.2933
MEM 1109.070312 1557948998.4090
MEM 1077.835938 1557948998.5246
MEM 1109.070312 1557948998.6403
MEM 1109.070312 1557948998.7556
MEM 1109.070312 1557948998.8707
MEM 1109.070312 1557948998.9866
MEM 1078.554688 1557948999.1022
MEM 1109.070312 1557948999.2181
MEM 1109.070312 1557948999.3337
MEM 1048.492188 1557948999.4493
MEM 1109.070312 1557948999.5645
MEM 1078.554688 1557948999.6800
MEM 1109.070312 1557948999.7961
MEM 1109.070312 1557948999.9119
MEM 1067.066406 1557949000.0277
MEM 1109.070312 1557949000.1433
MEM 1109.066406 1557949000.2587
MEM 1109.070312 1557949000.3742
MEM 1109.070312 1557949000.4902
MEM 1078.554688 1557949000.6057
MEM 1109.070312 1557949000.7213
MEM 1109.070312 1557949000.8370
MEM 1048.160156 1557949000.9525
MEM 1109.070312 1557949001.0676
MEM 1078.554688 1557949001.1831
MEM 1109.070312 1557949001.2990
MEM 1109.070312 1557949001.4146
MEM 1063.292969 1557949001.5304
MEM 1109.070312 1557949001.6459
MEM 1091.066406 1557949001.7610
MEM 1109.070312 1557949001.8768
MEM 1109.070312 1557949001.9930
MEM 1078.554688 1557949002.1087
MEM 1109.070312 1557949002.2243
MEM 1109.070312 1557949002.3398
MEM 1109.070312 1557949002.4552
MEM 1109.070312 1557949002.5710
MEM 1078.554688 1557949002.6865
MEM 1109.070312 1557949002.8024
MEM 1109.070312 1557949002.9180
MEM 1063.292969 1557949003.0337
MEM 1109.070312 1557949003.1493
MEM 1085.066406 1557949003.2644
MEM 1109.070312 1557949003.3803
MEM 1109.070312 1557949003.4963
MEM 1078.218750 1557949003.6119
MEM 1109.070312 1557949003.7276
MEM 1109.070312 1557949003.8430
MEM 1109.070312 1557949003.9582
MEM 1109.070312 1557949004.0741
MEM 1078.554688 1557949004.1897
MEM 1109.070312 1557949004.3056
MEM 1109.070312 1557949004.4212
MEM 1063.066406 1557949004.5367
MEM 1109.070312 1557949004.6519
MEM 1078.554688 1557949004.7673
MEM 1109.070312 1557949004.8834
MEM 1109.070312 1557949004.9993
MEM 1067.066406 1557949005.1150
MEM 1109.070312 1557949005.2306
MEM 1109.066406 1557949005.3457
MEM 1109.070312 1557949005.4615
MEM 1109.070312 1557949005.5777
MEM 1078.554688 1557949005.6931
MEM 1109.070312 1557949005.8087
MEM 1109.070312 1557949005.9243
MEM 1048.160156 1557949006.0396
MEM 1109.070312 1557949006.1551
MEM 1078.554688 1557949006.2706
MEM 1109.070312 1557949006.3869
MEM 1109.070312 1557949006.5026
MEM 1063.292969 1557949006.6183
MEM 1109.070312 1557949006.7340
MEM 1089.066406 1557949006.8490
MEM 1109.070312 1557949006.9649
MEM 1109.070312 1557949007.0809
MEM 1078.554688 1557949007.1967
MEM 1109.070312 1557949007.3121
MEM 1109.070312 1557949007.4276
MEM 1109.070312 1557949007.5429
MEM 1109.070312 1557949007.6589
MEM 1078.554688 1557949007.7747
MEM 1109.070312 1557949007.8906
MEM 1109.070312 1557949008.0063
MEM 1063.292969 1557949008.1221
MEM 1109.070312 1557949008.2375
MEM 1081.066406 1557949008.3528
MEM 1109.070312 1557949008.4689
MEM 1109.070312 1557949008.5849
MEM 1077.066406 1557949008.7006
MEM 1109.070312 1557949008.8161
MEM 1109.070312 1557949008.9314
MEM 1109.070312 1557949009.0466
MEM 1109.070312 1557949009.1627
MEM 1078.554688 1557949009.2782
MEM 1109.070312 1557949009.3940
MEM 1109.070312 1557949009.5096
MEM 1048.160156 1557949009.6251
MEM 1109.070312 1557949009.7403
MEM 1078.554688 1557949009.8558
MEM 1109.070312 1557949009.9720
MEM 1109.070312 1557949010.0878
MEM 1064.417969 1557949010.2038
MEM 1109.070312 1557949010.3194
MEM 1109.066406 1557949010.4346
MEM 1109.070312 1557949010.5505
MEM 1109.070312 1557949010.6665
MEM 1078.554688 1557949010.7821
MEM 1109.070312 1557949010.8978
MEM 1109.070312 1557949011.0135
MEM 1048.160156 1557949011.1290
MEM 1109.070312 1557949011.2445
MEM 1078.554688 1557949011.3600
MEM 1109.070312 1557949011.4760
MEM 1109.070312 1557949011.5914
MEM 1063.292969 1557949011.7071
MEM 1109.070312 1557949011.8228
MEM 1089.066406 1557949011.9379
MEM 1109.070312 1557949012.0537
MEM 1109.070312 1557949012.1697
MEM 1078.554688 1557949012.2856
MEM 1109.070312 1557949012.4012
MEM 1109.070312 1557949012.5167
MEM 1109.070312 1557949012.6320
MEM 1109.070312 1557949012.7479
MEM 1078.554688 1557949012.8636
MEM 1109.070312 1557949012.9795
MEM 1109.070312 1557949013.0952
MEM 1063.292969 1557949013.2110
MEM 1109.070312 1557949013.3265
MEM 1083.066406 1557949013.4419
MEM 1109.070312 1557949013.5579
MEM 1109.070312 1557949013.6739
MEM 1077.066406 1557949013.7894
MEM 1109.070312 1557949013.9052
MEM 1109.070312 1557949014.0206
MEM 1109.070312 1557949014.1357
MEM 1109.070312 1557949014.2516
MEM 1078.554688 1557949014.3672
MEM 1109.070312 1557949014.4830
MEM 1109.070312 1557949014.5987
MEM 1063.066406 1557949014.7143
MEM 1109.070312 1557949014.8296
MEM 1078.554688 1557949014.9450
MEM 1109.070312 1557949015.0610
MEM 1109.070312 1557949015.1770
MEM 1071.066406 1557949015.2928
MEM 1109.070312 1557949015.4084
MEM 1109.070312 1557949015.5237
MEM 1109.070312 1557949015.6388
MEM 1109.070312 1557949015.7550
MEM 1078.554688 1557949015.8706
MEM 1109.070312 1557949015.9863
MEM 1109.070312 1557949016.1020
MEM 1048.160156 1557949016.2174
MEM 1109.070312 1557949016.3327
MEM 1078.554688 1557949016.4483
MEM 1109.070312 1557949016.5641
MEM 1109.070312 1557949016.6798
MEM 1063.292969 1557949016.7955
MEM 1109.070312 1557949016.9111
MEM 1091.066406 1557949017.0262
MEM 1109.070312 1557949017.1419
MEM 1109.070312 1557949017.2578
MEM 1078.554688 1557949017.3735
MEM 1109.070312 1557949017.4890
MEM 1109.070312 1557949017.6044
MEM 1109.070312 1557949017.7199
MEM 1109.070312 1557949017.8356
MEM 1078.554688 1557949017.9513
MEM 1109.070312 1557949018.0672
MEM 1109.070312 1557949018.1829
MEM 1063.292969 1557949018.2987
MEM 1109.070312 1557949018.4142
MEM 1085.066406 1557949018.5293
MEM 1109.070312 1557949018.6453
MEM 1109.070312 1557949018.7613
MEM 1078.554688 1557949018.8769
MEM 1109.070312 1557949018.9925
MEM 1109.070312 1557949019.1079
MEM 1109.070312 1557949019.2233
MEM 1109.070312 1557949019.3393
MEM 1078.554688 1557949019.4549
MEM 1109.070312 1557949019.5709
MEM 1109.070312 1557949019.6865
MEM 1063.292969 1557949019.8021
MEM 1109.070312 1557949019.9174
MEM 1078.554688 1557949020.0327
MEM 1109.070312 1557949020.1489
MEM 1109.070312 1557949020.2649
MEM 1071.066406 1557949020.3807
MEM 1109.070312 1557949020.4963
MEM 1109.070312 1557949020.6116
MEM 1109.070312 1557949020.7268
MEM 1109.070312 1557949020.8430
MEM 1078.554688 1557949020.9585
MEM 1109.070312 1557949021.0741
MEM 1109.070312 1557949021.1898
MEM 1048.160156 1557949021.3053
MEM 1109.070312 1557949021.4205
MEM 1078.554688 1557949021.5360
MEM 1109.070312 1557949021.6519
MEM 1109.070312 1557949021.7676
MEM 1063.292969 1557949021.8834
MEM 1109.070312 1557949021.9989
MEM 1091.066406 1557949022.1140
MEM 1109.070312 1557949022.2298
MEM 1109.070312 1557949022.3458
MEM 1078.554688 1557949022.4614
MEM 1109.070312 1557949022.5774
MEM 1109.070312 1557949022.6929
MEM 1109.070312 1557949022.8083
MEM 1109.070312 1557949022.9240
MEM 1078.554688 1557949023.0396
MEM 1109.070312 1557949023.1555
MEM 1109.070312 1557949023.2711
MEM 1063.292969 1557949023.3868
MEM 1109.070312 1557949023.5024
MEM 1085.066406 1557949023.6176
MEM 1109.070312 1557949023.7335
MEM 1109.070312 1557949023.8493
MEM 1078.554688 1557949023.9650
MEM 1109.070312 1557949024.0810
MEM 1109.070312 1557949024.1964
MEM 1109.070312 1557949024.3117
MEM 1109.070312 1557949024.4276
MEM 1078.554688 1557949024.5432
MEM 1109.070312 1557949024.6592
MEM 1109.070312 1557949024.7748
MEM 1063.292969 1557949024.8905
MEM 1109.070312 1557949025.0059
MEM 1078.554688 1557949025.1213
MEM 1109.070312 1557949025.2375
MEM 1109.070312 1557949025.3533
MEM 1071.066406 1557949025.4692
MEM 1109.070312 1557949025.5855
MEM 1109.070312 1557949025.7009
MEM 1109.070312 1557949025.8161
MEM 1109.070312 1557949025.9321
MEM 1078.554688 1557949026.0478
MEM 1109.070312 1557949026.1635
MEM 1109.070312 1557949026.2792
MEM 1048.160156 1557949026.3948
MEM 1109.070312 1557949026.5100
MEM 1078.554688 1557949026.6256
MEM 1109.070312 1557949026.7420
MEM 1109.070312 1557949026.8578
MEM 1063.292969 1557949026.9735
MEM 1109.070312 1557949027.0893
MEM 1093.664062 1557949027.2045
MEM 1109.070312 1557949027.3203
MEM 1109.070312 1557949027.4365
MEM 1078.554688 1557949027.5520
MEM 1109.070312 1557949027.6677
MEM 1109.070312 1557949027.7833
MEM 1064.167969 1557949027.8988
MEM 1109.070312 1557949028.0146
MEM 1078.554688 1557949028.1301
MEM 1109.070312 1557949028.2459
MEM 1109.070312 1557949028.3615
MEM 1063.292969 1557949028.4772
MEM 1109.070312 1557949028.5928
MEM 1087.066406 1557949028.7079
MEM 1109.070312 1557949028.8238
MEM 1109.070312 1557949028.9397
MEM 1078.554688 1557949029.0555
MEM 1109.070312 1557949029.1710
MEM 1109.070312 1557949029.2866
MEM 1109.070312 1557949029.4019
MEM 1109.070312 1557949029.5178
MEM 1078.554688 1557949029.6335
MEM 1109.070312 1557949029.7494
MEM 1109.070312 1557949029.8650
MEM 1063.292969 1557949029.9807
MEM 1109.070312 1557949030.0960
MEM 1081.066406 1557949030.2115
MEM 1109.070312 1557949030.3274
MEM 1109.070312 1557949030.4434
MEM 1075.066406 1557949030.5590
MEM 1109.070312 1557949030.6744
MEM 1109.070312 1557949030.7896
MEM 1109.070312 1557949030.9047
MEM 1109.070312 1557949031.0207
MEM 1078.554688 1557949031.1363
MEM 1109.070312 1557949031.2521
MEM 1109.070312 1557949031.3678
MEM 1048.160156 1557949031.4833
MEM 1109.070312 1557949031.5984
MEM 1078.554688 1557949031.7138
MEM 1109.070312 1557949031.8299
MEM 1109.070312 1557949031.9458
MEM 1063.921875 1557949032.0615
MEM 1109.070312 1557949032.1773
MEM 1109.023438 1557949032.2926
MEM 1109.070312 1557949032.4083
MEM 1109.070312 1557949032.5245
MEM 1078.554688 1557949032.6400
MEM 1109.070312 1557949032.7556
MEM 1109.070312 1557949032.8712
MEM 1048.160156 1557949032.9867
MEM 1109.070312 1557949033.1026
MEM 1078.554688 1557949033.2182
MEM 1109.070312 1557949033.3341
MEM 1109.070312 1557949033.4498
MEM 1063.292969 1557949033.5656
MEM 1109.070312 1557949033.6811
MEM 1087.066406 1557949033.7962
MEM 1109.070312 1557949033.9121
MEM 1109.070312 1557949034.0280
MEM 1078.554688 1557949034.1444
MEM 1109.070312 1557949034.2600
MEM 1109.070312 1557949034.3755
MEM 1109.070312 1557949034.4907
MEM 1109.070312 1557949034.6065
MEM 1078.554688 1557949034.7222
MEM 1109.070312 1557949034.8383
MEM 1109.070312 1557949034.9539
MEM 1063.292969 1557949035.0695
MEM 1109.070312 1557949035.1849
MEM 1079.039062 1557949035.3002
MEM 1109.070312 1557949035.4165
MEM 1109.070312 1557949035.5324
MEM 1073.066406 1557949035.6480
MEM 1109.070312 1557949035.7637
MEM 1109.070312 1557949035.8790
MEM 1109.070312 1557949035.9941
MEM 1109.070312 1557949036.1102
MEM 1078.554688 1557949036.2258
MEM 1109.070312 1557949036.3416
MEM 1109.070312 1557949036.4571
MEM 1048.160156 1557949036.5726
MEM 1109.070312 1557949036.6877
MEM 1078.554688 1557949036.8031
MEM 1109.070312 1557949036.9192
MEM 1109.070312 1557949037.0351
MEM 1063.652344 1557949037.1508
MEM 1109.070312 1557949037.2664
MEM 1108.777344 1557949037.3816
MEM 1109.070312 1557949037.4974
MEM 1109.070312 1557949037.6138
MEM 1078.554688 1557949037.7294
MEM 1109.070312 1557949037.8451
MEM 1109.070312 1557949037.9607
MEM 1048.160156 1557949038.0763
MEM 1109.070312 1557949038.1917
MEM 1078.554688 1557949038.3072
MEM 1109.070312 1557949038.4232
MEM 1109.070312 1557949038.5389
MEM 1063.292969 1557949038.6546
MEM 1109.070312 1557949038.7703
MEM 1093.066406 1557949038.8854
MEM 1109.070312 1557949039.0013
MEM 1109.070312 1557949039.1174
MEM 1078.554688 1557949039.2330
MEM 1109.070312 1557949039.3486
MEM 1109.070312 1557949039.4642
MEM 1048.160156 1557949039.5805
MEM 1109.070312 1557949039.6962
MEM 1078.554688 1557949039.8118
MEM 1109.070312 1557949039.9277
MEM 1109.070312 1557949040.0435
MEM 1063.292969 1557949040.1593
MEM 1109.070312 1557949040.2750
MEM 1091.066406 1557949040.3901
MEM 1109.070312 1557949040.5060
MEM 1109.070312 1557949040.6222
MEM 1078.554688 1557949040.7377
MEM 1109.070312 1557949040.8534
MEM 1109.070312 1557949040.9689
MEM 1064.167969 1557949041.0844
MEM 1109.070312 1557949041.2004
MEM 1078.554688 1557949041.3159
MEM 1109.070312 1557949041.4319
MEM 1109.070312 1557949041.5475
MEM 1063.292969 1557949041.6634
MEM 1109.070312 1557949041.7795
MEM 1091.066406 1557949041.8946
MEM 1109.070312 1557949042.0104
MEM 1109.070312 1557949042.1266
MEM 1078.554688 1557949042.2423
MEM 1109.070312 1557949042.3579
MEM 1109.070312 1557949042.4735
MEM 1109.070312 1557949042.5888
MEM 1109.070312 1557949042.7044
MEM 1078.554688 1557949042.8198
MEM 1109.070312 1557949042.9355
MEM 1109.070312 1557949043.0510
MEM 1063.292969 1557949043.1665
MEM 1109.070312 1557949043.2821
MEM 1089.066406 1557949043.3970
MEM 1109.070312 1557949043.5128
MEM 1109.070312 1557949043.6285
MEM 1078.554688 1557949043.7442
MEM 1109.070312 1557949043.8598
MEM 1109.070312 1557949043.9752
MEM 1109.070312 1557949044.0903
MEM 1109.070312 1557949044.2062
MEM 1078.554688 1557949044.3218
MEM 1109.070312 1557949044.4376
MEM 1109.070312 1557949044.5532
MEM 1063.292969 1557949044.6688
MEM 1109.070312 1557949044.7842
MEM 1081.066406 1557949044.8994
MEM 1109.070312 1557949045.0153
MEM 1109.070312 1557949045.1312
MEM 1075.066406 1557949045.2468
MEM 1109.070312 1557949045.3623
MEM 1109.070312 1557949045.4776
MEM 1109.070312 1557949045.5926
MEM 1109.070312 1557949045.7083
MEM 1078.554688 1557949045.8238
MEM 1109.070312 1557949045.9395
MEM 1109.070312 1557949046.0551
MEM 1048.160156 1557949046.1704
MEM 1109.070312 1557949046.2854
MEM 1078.554688 1557949046.4008
MEM 1109.070312 1557949046.5168
MEM 1109.070312 1557949046.6325
MEM 1063.292969 1557949046.7482
MEM 1109.070312 1557949046.8637
MEM 1093.066406 1557949046.9787
MEM 1109.070312 1557949047.0943
MEM 1109.070312 1557949047.2104
MEM 1078.554688 1557949047.3260
MEM 1109.070312 1557949047.4415
MEM 1109.070312 1557949047.5570
MEM 1109.070312 1557949047.6727
MEM 1109.070312 1557949047.7884
MEM 1078.554688 1557949047.9040
MEM 1109.070312 1557949048.0199
MEM 1109.070312 1557949048.1355
MEM 1063.292969 1557949048.2512
MEM 1109.070312 1557949048.3668
MEM 1087.066406 1557949048.4819
MEM 1109.070312 1557949048.5977
MEM 1109.070312 1557949048.7135
MEM 1078.554688 1557949048.8291
MEM 1109.070312 1557949048.9448
MEM 1109.070312 1557949049.0603
MEM 1109.070312 1557949049.1756
MEM 1109.070312 1557949049.2915
MEM 1078.554688 1557949049.4073
MEM 1109.070312 1557949049.5231
MEM 1109.070312 1557949049.6387
MEM 1063.292969 1557949049.7543
MEM 1109.070312 1557949049.8697
MEM 1081.066406 1557949049.9850
MEM 1109.070312 1557949050.1009
MEM 1109.070312 1557949050.2170
MEM 1075.066406 1557949050.3327
MEM 1109.070312 1557949050.4483
MEM 1109.070312 1557949050.5637
MEM 1109.070312 1557949050.6789
MEM 1109.070312 1557949050.7949
MEM 1078.554688 1557949050.9104
MEM 1109.070312 1557949051.0262
MEM 1109.070312 1557949051.1418
MEM 1063.292969 1557949051.2574
MEM 1109.070312 1557949051.3727
MEM 1078.554688 1557949051.4881
MEM 1109.070312 1557949051.6042
MEM 1109.070312 1557949051.7201
MEM 1071.066406 1557949051.8358
MEM 1109.070312 1557949051.9514
MEM 1109.070312 1557949052.0667
MEM 1109.070312 1557949052.1819
MEM 1109.070312 1557949052.2980
MEM 1078.554688 1557949052.4136
MEM 1109.070312 1557949052.5294
MEM 1109.070312 1557949052.6449
MEM 1048.160156 1557949052.7604
MEM 1109.070312 1557949052.8755
MEM 1078.554688 1557949052.9911
MEM 1109.070312 1557949053.1074
MEM 1109.070312 1557949053.2232
MEM 1063.292969 1557949053.3389
MEM 1109.070312 1557949053.4547
MEM 1094.375000 1557949053.5698
MEM 1109.070312 1557949053.6855
MEM 1109.070312 1557949053.8017
MEM 1078.554688 1557949053.9171
MEM 1109.070312 1557949054.0328
MEM 1109.070312 1557949054.1484
MEM 1048.160156 1557949054.2639
MEM 1109.070312 1557949054.3793
MEM 1078.554688 1557949054.4948
MEM 1109.070312 1557949054.6107
MEM 1109.070312 1557949054.7263
MEM 1063.292969 1557949054.8421
MEM 1109.070312 1557949054.9577
MEM 1091.066406 1557949055.0728
MEM 1109.070312 1557949055.1886
MEM 1109.070312 1557949055.3048
MEM 1078.554688 1557949055.4205
MEM 1109.070312 1557949055.5361
MEM 1109.070312 1557949055.6517
MEM 1109.070312 1557949055.7671
MEM 1109.070312 1557949055.8828
MEM 1078.554688 1557949055.9984
MEM 1109.070312 1557949056.1142
MEM 1109.070312 1557949056.2299
MEM 1063.292969 1557949056.3456
MEM 1109.070312 1557949056.4611
MEM 1089.066406 1557949056.5762
MEM 1109.070312 1557949056.6920
MEM 1109.070312 1557949056.8079
MEM 1078.554688 1557949056.9235
MEM 1109.070312 1557949057.0389
MEM 1109.070312 1557949057.1543
MEM 1109.070312 1557949057.2695
MEM 1109.070312 1557949057.3853
MEM 1078.554688 1557949057.5011
MEM 1109.070312 1557949057.6171
MEM 1109.070312 1557949057.7327
MEM 1063.292969 1557949057.8484
MEM 1109.070312 1557949057.9639
MEM 1083.066406 1557949058.0791
MEM 1109.070312 1557949058.1951
MEM 1109.070312 1557949058.3110
MEM 1077.363281 1557949058.4266
MEM 1109.070312 1557949058.5423
MEM 1109.070312 1557949058.6579
MEM 1109.070312 1557949058.7730
MEM 1109.070312 1557949058.8889
MEM 1078.554688 1557949059.0045
MEM 1109.070312 1557949059.1204
MEM 1109.070312 1557949059.2359
MEM 1063.066406 1557949059.3515
MEM 1109.070312 1557949059.4670
MEM 1078.554688 1557949059.5824
MEM 1109.070312 1557949059.6985
MEM 1109.070312 1557949059.8144
MEM 1073.066406 1557949059.9299
MEM 1109.070312 1557949060.0456
MEM 1109.070312 1557949060.1609
MEM 1109.070312 1557949060.2760
MEM 1109.070312 1557949060.3920
MEM 1078.554688 1557949060.5076
MEM 1109.070312 1557949060.6234
MEM 1109.070312 1557949060.7391
MEM 1048.398438 1557949060.8546
MEM 1109.070312 1557949060.9697
MEM 1078.554688 1557949061.0852
MEM 1109.070312 1557949061.2014
MEM 1109.070312 1557949061.3174
MEM 1067.066406 1557949061.4332
MEM 1109.070312 1557949061.5488
MEM 1109.070312 1557949061.6641
MEM 1109.070312 1557949061.7796
MEM 1109.070312 1557949061.8957
MEM 1078.554688 1557949062.0112
MEM 1109.070312 1557949062.1270
MEM 1109.070312 1557949062.2425
MEM 1048.160156 1557949062.3580
MEM 1109.070312 1557949062.4732
MEM 1078.554688 1557949062.5886
MEM 1109.070312 1557949062.7047
MEM 1109.070312 1557949062.8205
MEM 1064.722656 1557949062.9363
MEM 1109.070312 1557949063.0519
MEM 1109.066406 1557949063.1671
MEM 1109.070312 1557949063.2828
MEM 1109.070312 1557949063.3989
MEM 1078.554688 1557949063.5145
MEM 1109.070312 1557949063.6300
MEM 1109.070312 1557949063.7455
MEM 1048.160156 1557949063.8610
MEM 1109.070312 1557949063.9763
