CMDLINE python do_luvoir_telserv3_BW10_small_N500.py
MEM 6053.621094 1558539440.2287
MEM 6053.621094 1558539440.3420
MEM 6053.621094 1558539440.4557
MEM 6053.621094 1558539440.5694
MEM 6053.621094 1558539440.6826
MEM 6053.621094 1558539440.7963
MEM 6053.621094 1558539440.9099
MEM 6053.621094 1558539441.0232
MEM 6053.621094 1558539441.1368
MEM 6053.621094 1558539441.2504
MEM 6053.621094 1558539441.3639
MEM 6053.621094 1558539441.4776
MEM 6053.621094 1558539441.5910
MEM 6053.621094 1558539441.7046
MEM 6053.621094 1558539441.8182
MEM 6053.621094 1558539441.9315
MEM 6053.621094 1558539442.0452
MEM 6053.621094 1558539442.1585
MEM 6053.621094 1558539442.2715
MEM 6053.621094 1558539442.3854
MEM 6053.621094 1558539442.4988
MEM 6053.621094 1558539442.6124
MEM 6053.621094 1558539442.7259
MEM 6053.621094 1558539442.8393
MEM 6053.621094 1558539442.9529
MEM 6053.621094 1558539443.0663
MEM 6053.621094 1558539443.1797
MEM 6053.621094 1558539443.2931
MEM 6053.621094 1558539443.4064
MEM 6053.621094 1558539443.5198
MEM 6053.621094 1558539443.6334
MEM 6053.621094 1558539443.7469
MEM 6053.621094 1558539443.8603
MEM 6053.621094 1558539443.9739
MEM 6053.621094 1558539444.0877
MEM 6053.621094 1558539444.2009
MEM 6053.621094 1558539444.3144
MEM 6053.621094 1558539444.4278
MEM 6053.621094 1558539444.5413
MEM 6053.621094 1558539444.6549
MEM 6053.621094 1558539444.7682
MEM 6053.621094 1558539444.8814
MEM 6053.621094 1558539444.9950
MEM 6053.621094 1558539445.1087
MEM 6053.621094 1558539445.2223
MEM 6053.621094 1558539445.3359
MEM 6053.621094 1558539445.4492
MEM 6053.621094 1558539445.5629
MEM 6053.621094 1558539445.6765
MEM 6053.621094 1558539445.7900
MEM 6053.621094 1558539445.9036
MEM 6053.621094 1558539446.0168
MEM 6053.621094 1558539446.1302
MEM 6053.621094 1558539446.2436
MEM 6053.621094 1558539446.3570
MEM 6053.621094 1558539446.4705
MEM 6053.621094 1558539446.5842
MEM 6053.621094 1558539446.6978
MEM 6053.621094 1558539446.8112
MEM 6053.621094 1558539446.9249
MEM 6053.621094 1558539447.0384
MEM 6053.621094 1558539447.1520
MEM 6053.621094 1558539447.2661
MEM 6053.621094 1558539447.3797
MEM 6053.621094 1558539447.4934
MEM 6053.621094 1558539447.6069
MEM 6053.621094 1558539447.7203
MEM 6053.621094 1558539447.8340
MEM 6053.621094 1558539447.9477
MEM 6053.621094 1558539448.0610
MEM 6053.621094 1558539448.1746
MEM 6053.621094 1558539448.2891
MEM 6053.621094 1558539448.4027
MEM 6053.621094 1558539448.5163
MEM 6053.621094 1558539448.6298
MEM 6053.621094 1558539448.7434
MEM 6053.621094 1558539448.8568
MEM 6053.621094 1558539448.9713
MEM 6053.621094 1558539449.0849
MEM 6053.621094 1558539449.1985
MEM 6053.621094 1558539449.3118
MEM 6053.621094 1558539449.4255
MEM 6053.621094 1558539449.5391
MEM 6053.621094 1558539449.6526
MEM 6053.621094 1558539449.7662
MEM 6053.621094 1558539449.8795
MEM 6053.621094 1558539449.9931
MEM 6053.621094 1558539450.1067
MEM 6053.621094 1558539450.2197
MEM 6053.621094 1558539450.3331
MEM 6053.621094 1558539450.4465
MEM 6053.621094 1558539450.5600
MEM 6053.621094 1558539450.6736
MEM 6053.621094 1558539450.7874
MEM 6053.621094 1558539450.9007
MEM 6053.621094 1558539451.0143
MEM 6053.621094 1558539451.1279
MEM 6053.621094 1558539451.2411
MEM 6053.621094 1558539451.3547
MEM 6053.621094 1558539451.4683
MEM 6053.621094 1558539451.5820
MEM 6053.621094 1558539451.6956
MEM 6053.621094 1558539451.8092
MEM 6053.621094 1558539451.9229
MEM 6053.621094 1558539452.0362
MEM 6053.621094 1558539452.1497
MEM 6053.621094 1558539452.2631
MEM 6053.621094 1558539452.3762
MEM 6053.621094 1558539452.4895
MEM 6053.621094 1558539452.6031
MEM 6053.621094 1558539452.7167
MEM 6053.621094 1558539452.8301
MEM 6053.621094 1558539452.9438
MEM 6053.621094 1558539453.0575
MEM 6053.621094 1558539453.1709
MEM 6053.621094 1558539453.2845
MEM 6053.621094 1558539453.3980
MEM 6053.621094 1558539453.5116
MEM 6053.621094 1558539453.6251
MEM 6053.621094 1558539453.7383
MEM 6053.621094 1558539453.8519
MEM 6053.621094 1558539453.9653
MEM 6053.621094 1558539454.0790
MEM 6053.621094 1558539454.1927
MEM 6053.621094 1558539454.3058
MEM 6053.621094 1558539454.4188
MEM 6053.621094 1558539454.5324
MEM 6053.621094 1558539454.6459
MEM 6053.621094 1558539454.7593
MEM 6053.621094 1558539454.8730
MEM 6053.621094 1558539454.9864
MEM 6053.621094 1558539455.0997
MEM 6053.621094 1558539455.2133
MEM 6053.621094 1558539455.3269
MEM 6053.621094 1558539455.4402
MEM 6053.621094 1558539455.5538
MEM 6053.621094 1558539455.6674
MEM 6053.621094 1558539455.7808
MEM 6053.621094 1558539455.8945
MEM 6053.621094 1558539456.0080
MEM 6053.621094 1558539456.1217
MEM 6053.621094 1558539456.2358
MEM 6053.621094 1558539456.3489
MEM 6053.621094 1558539456.4623
MEM 6053.621094 1558539456.5761
MEM 6053.621094 1558539456.6895
MEM 6053.621094 1558539456.8032
MEM 6053.621094 1558539456.9165
MEM 6053.621094 1558539457.0299
MEM 6053.621094 1558539457.1435
MEM 6053.621094 1558539457.2569
MEM 6053.621094 1558539457.3702
MEM 6053.621094 1558539457.4837
MEM 6053.621094 1558539457.5970
MEM 6053.621094 1558539457.7106
MEM 6053.621094 1558539457.8242
MEM 6053.621094 1558539457.9377
MEM 6053.621094 1558539458.0514
MEM 6053.621094 1558539458.1649
MEM 6053.621094 1558539458.2785
MEM 6053.621094 1558539458.3916
MEM 6053.621094 1558539458.5050
MEM 6053.621094 1558539458.6185
MEM 6053.621094 1558539458.7322
MEM 6053.621094 1558539458.8457
MEM 6053.621094 1558539458.9593
MEM 6053.621094 1558539459.0726
MEM 6053.621094 1558539459.1859
MEM 6053.621094 1558539459.2994
MEM 6053.621094 1558539459.4130
MEM 6053.621094 1558539459.5264
MEM 6053.621094 1558539459.6399
MEM 6053.621094 1558539459.7535
MEM 6053.621094 1558539459.8679
MEM 6053.621094 1558539459.9818
MEM 6053.621094 1558539460.0952
MEM 6053.621094 1558539460.2088
MEM 6053.621094 1558539460.3224
MEM 6053.621094 1558539460.4352
MEM 6053.621094 1558539460.5489
MEM 6053.621094 1558539460.6625
MEM 6053.621094 1558539460.7759
MEM 6053.621094 1558539460.8895
MEM 6053.621094 1558539461.0028
MEM 6053.621094 1558539461.1160
MEM 6053.621094 1558539461.2297
MEM 6053.621094 1558539461.3433
MEM 6053.621094 1558539461.4566
MEM 6053.621094 1558539461.5702
MEM 6053.621094 1558539461.6838
MEM 6053.621094 1558539461.7974
MEM 6053.621094 1558539461.9111
MEM 6053.621094 1558539462.0245
MEM 6053.621094 1558539462.1380
MEM 6053.621094 1558539462.2516
MEM 6053.621094 1558539462.3647
MEM 6053.621094 1558539462.4781
MEM 6053.621094 1558539462.5917
MEM 6053.621094 1558539462.7050
MEM 6053.621094 1558539462.8187
MEM 6053.621094 1558539462.9320
MEM 6053.621094 1558539463.0454
MEM 6053.621094 1558539463.1590
MEM 6053.621094 1558539463.2726
MEM 6053.621094 1558539463.3858
MEM 6053.621094 1558539463.4996
MEM 6053.621094 1558539463.6132
MEM 6053.621094 1558539463.7267
MEM 6053.621094 1558539463.8403
MEM 6053.621094 1558539463.9537
MEM 6053.621094 1558539464.0673
MEM 6053.621094 1558539464.1809
MEM 6053.621094 1558539464.2942
MEM 6053.621094 1558539464.4076
MEM 6053.621094 1558539464.5208
MEM 6053.621094 1558539464.6342
MEM 6053.621094 1558539464.7477
MEM 6053.621094 1558539464.8609
MEM 6053.621094 1558539464.9742
MEM 6053.621094 1558539465.0879
MEM 6053.621094 1558539465.2014
MEM 6053.621094 1558539465.3146
MEM 6053.621094 1558539465.4283
MEM 6053.621094 1558539465.5420
MEM 6053.621094 1558539465.6552
MEM 6053.621094 1558539465.7688
MEM 6053.621094 1558539465.8824
MEM 6053.621094 1558539465.9959
MEM 6053.621094 1558539466.1094
MEM 6053.621094 1558539466.2226
MEM 6053.621094 1558539466.3362
MEM 6053.621094 1558539466.4495
MEM 6053.621094 1558539466.5624
MEM 6053.621094 1558539466.6760
MEM 6053.621094 1558539466.7895
MEM 6053.621094 1558539466.9029
MEM 6053.621094 1558539467.0165
MEM 6053.621094 1558539467.1298
MEM 6053.621094 1558539467.2432
MEM 6053.621094 1558539467.3569
MEM 6053.621094 1558539467.4704
MEM 6053.621094 1558539467.5836
MEM 6053.621094 1558539467.6972
MEM 6053.621094 1558539467.8108
MEM 6053.621094 1558539467.9243
MEM 6053.621094 1558539468.0379
MEM 6053.621094 1558539468.1514
MEM 6053.621094 1558539468.2649
MEM 6053.621094 1558539468.3785
MEM 6053.621094 1558539468.4914
MEM 6053.621094 1558539468.6046
MEM 6053.621094 1558539468.7181
MEM 6053.621094 1558539468.8314
MEM 6053.621094 1558539468.9450
MEM 6053.621094 1558539469.0585
MEM 6053.621094 1558539469.1719
MEM 6053.621094 1558539469.2854
MEM 6053.621094 1558539469.3988
MEM 6053.621094 1558539469.5122
MEM 6053.621094 1558539469.6258
MEM 6053.621094 1558539469.7391
MEM 6053.621094 1558539469.8525
MEM 6053.621094 1558539469.9661
MEM 6053.621094 1558539470.0795
MEM 6053.621094 1558539470.1927
MEM 6053.621094 1558539470.3063
MEM 6053.621094 1558539470.4199
MEM 6053.621094 1558539470.5329
MEM 6053.621094 1558539470.6462
MEM 6053.621094 1558539470.7597
MEM 6053.621094 1558539470.8730
MEM 6053.621094 1558539470.9865
MEM 6053.621094 1558539471.1000
MEM 6053.621094 1558539471.2135
MEM 6053.621094 1558539471.3269
MEM 6053.621094 1558539471.4405
MEM 6053.621094 1558539471.5541
MEM 6053.621094 1558539471.6676
MEM 6053.621094 1558539471.7809
MEM 6053.621094 1558539471.8945
MEM 6053.621094 1558539472.0080
MEM 6053.621094 1558539472.1211
MEM 6053.621094 1558539472.2347
MEM 6053.621094 1558539472.3480
MEM 6053.621094 1558539472.4614
MEM 6053.621094 1558539472.5741
MEM 6053.621094 1558539472.6874
MEM 6053.621094 1558539472.8012
MEM 6053.621094 1558539472.9158
MEM 6053.621094 1558539473.0293
MEM 6053.621094 1558539473.1428
MEM 6053.621094 1558539473.2564
MEM 6053.621094 1558539473.3699
MEM 6053.621094 1558539473.4833
MEM 6053.621094 1558539473.5968
MEM 6053.621094 1558539473.7102
MEM 6053.621094 1558539473.8236
MEM 6053.621094 1558539473.9372
MEM 6053.621094 1558539474.0507
MEM 6053.621094 1558539474.1643
MEM 6053.621094 1558539474.2779
MEM 6053.621094 1558539474.3913
MEM 6053.621094 1558539474.5049
MEM 6053.621094 1558539474.6178
MEM 6053.621094 1558539474.7313
MEM 6053.621094 1558539474.8446
MEM 6053.621094 1558539474.9579
MEM 6053.621094 1558539475.0715
MEM 6053.621094 1558539475.1847
MEM 6053.621094 1558539475.2978
MEM 6053.621094 1558539475.4115
MEM 6053.621094 1558539475.5251
MEM 6053.621094 1558539475.6387
MEM 6053.621094 1558539475.7519
MEM 6053.621094 1558539475.8652
MEM 6053.621094 1558539475.9787
MEM 6053.621094 1558539476.0923
MEM 6053.621094 1558539476.2057
MEM 6053.621094 1558539476.3190
MEM 6053.621094 1558539476.4323
MEM 6053.621094 1558539476.5459
MEM 6053.621094 1558539476.6592
MEM 6053.621094 1558539476.7728
MEM 6053.621094 1558539476.8863
MEM 6053.621094 1558539476.9996
MEM 6053.621094 1558539477.1130
MEM 6053.621094 1558539477.2287
MEM 6053.621094 1558539477.3423
MEM 6053.621094 1558539477.4556
MEM 6053.621094 1558539477.5688
MEM 6053.621094 1558539477.6823
MEM 6053.621094 1558539477.7957
MEM 6053.621094 1558539477.9093
MEM 6053.621094 1558539478.0226
MEM 6053.621094 1558539478.1359
MEM 6053.621094 1558539478.2495
MEM 6053.621094 1558539478.3631
MEM 6053.621094 1558539478.4767
MEM 6053.621094 1558539478.5898
MEM 6053.621094 1558539478.7028
MEM 6053.621094 1558539478.8164
MEM 6053.621094 1558539478.9300
MEM 6053.621094 1558539479.0436
MEM 6053.621094 1558539479.1572
MEM 6053.621094 1558539479.2706
MEM 6053.621094 1558539479.3843
MEM 6053.621094 1558539479.4978
MEM 6053.621094 1558539479.6113
MEM 6053.621094 1558539479.7249
MEM 6053.621094 1558539479.8384
MEM 6053.621094 1558539479.9519
MEM 6053.621094 1558539480.0655
MEM 6053.621094 1558539480.1787
MEM 6053.621094 1558539480.2922
MEM 6053.621094 1558539480.4055
MEM 6053.621094 1558539480.5192
MEM 6053.621094 1558539480.6323
MEM 6053.621094 1558539480.7453
MEM 6053.621094 1558539480.8589
MEM 6053.621094 1558539480.9725
MEM 6053.621094 1558539481.0858
MEM 6053.621094 1558539481.1993
MEM 6053.621094 1558539481.3126
MEM 6053.621094 1558539481.4262
MEM 6053.621094 1558539481.5398
MEM 6053.621094 1558539481.6531
MEM 6053.621094 1558539481.7667
MEM 6053.621094 1558539481.8802
MEM 6053.621094 1558539481.9938
MEM 6053.621094 1558539482.1074
MEM 6053.621094 1558539482.2207
MEM 6053.621094 1558539482.3342
MEM 6053.621094 1558539482.4476
MEM 6053.621094 1558539482.5612
MEM 6053.621094 1558539482.6743
MEM 6053.621094 1558539482.7872
MEM 6053.621094 1558539482.9007
MEM 6053.621094 1558539483.0142
MEM 6053.621094 1558539483.1278
MEM 6053.621094 1558539483.2413
MEM 6053.621094 1558539483.3545
MEM 6053.621094 1558539483.4681
MEM 6053.621094 1558539483.5816
MEM 6053.621094 1558539483.6952
MEM 6053.621094 1558539483.8085
MEM 6053.621094 1558539483.9218
MEM 6053.621094 1558539484.0355
MEM 6053.621094 1558539484.1491
MEM 6053.621094 1558539484.2627
MEM 6053.621094 1558539484.3762
MEM 6053.621094 1558539484.4895
MEM 6053.621094 1558539484.6030
MEM 6053.621094 1558539484.7162
MEM 6053.621094 1558539484.8293
MEM 6053.621094 1558539484.9429
MEM 6053.621094 1558539485.0559
MEM 6053.621094 1558539485.1694
MEM 6053.621094 1558539485.2829
MEM 6053.621094 1558539485.3963
MEM 6053.621094 1558539485.5098
MEM 6053.621094 1558539485.6233
MEM 6053.621094 1558539485.7367
MEM 6053.621094 1558539485.8503
MEM 6053.621094 1558539485.9637
MEM 6053.621094 1558539486.0772
MEM 6053.621094 1558539486.1907
MEM 6053.621094 1558539486.3047
MEM 6053.621094 1558539486.4184
MEM 6053.621094 1558539486.5319
MEM 6053.621094 1558539486.6455
MEM 6053.621094 1558539486.7587
MEM 6053.621094 1558539486.8716
MEM 6053.621094 1558539486.9852
MEM 6053.621094 1558539487.0984
MEM 6053.621094 1558539487.2120
MEM 6053.621094 1558539487.3253
MEM 6053.621094 1558539487.4384
MEM 6053.621094 1558539487.5520
MEM 6053.621094 1558539487.6655
MEM 6053.621094 1558539487.7790
MEM 6053.621094 1558539487.8926
MEM 6053.621094 1558539488.0062
MEM 6053.621094 1558539488.1193
MEM 6053.621094 1558539488.2329
MEM 6053.621094 1558539488.3463
MEM 6053.621094 1558539488.4595
MEM 6053.621094 1558539488.5730
MEM 6053.621094 1558539488.6865
MEM 6053.621094 1558539488.8042
MEM 6053.621094 1558539488.9174
MEM 6053.621094 1558539489.0307
MEM 6053.621094 1558539489.1440
MEM 6053.621094 1558539489.2574
MEM 6053.621094 1558539489.3709
MEM 6053.621094 1558539489.4843
MEM 6053.621094 1558539489.5978
MEM 6053.621094 1558539489.7110
MEM 6053.621094 1558539489.8243
MEM 6053.621094 1558539489.9383
MEM 6053.621094 1558539490.0518
MEM 6053.621094 1558539490.1653
MEM 6053.621094 1558539490.2788
MEM 6053.621094 1558539490.3921
MEM 6053.621094 1558539490.5057
MEM 6053.621094 1558539490.6192
MEM 6053.621094 1558539490.7327
MEM 6053.621094 1558539490.8458
MEM 6053.621094 1558539490.9591
MEM 6053.621094 1558539491.0726
MEM 6053.621094 1558539491.1862
MEM 6053.621094 1558539491.2995
MEM 6053.621094 1558539491.4131
MEM 6053.621094 1558539491.5265
MEM 6053.621094 1558539491.6400
MEM 6053.621094 1558539491.7535
MEM 6053.621094 1558539491.8668
MEM 6053.621094 1558539491.9803
MEM 6053.621094 1558539492.0934
MEM 6053.621094 1558539492.2069
MEM 6053.621094 1558539492.3203
MEM 6053.621094 1558539492.4335
MEM 6053.621094 1558539492.5471
MEM 6053.621094 1558539492.6605
MEM 6053.621094 1558539492.7739
MEM 6053.621094 1558539492.8871
MEM 6053.621094 1558539493.0005
MEM 6053.621094 1558539493.1141
MEM 6053.621094 1558539493.2276
MEM 6053.621094 1558539493.3406
MEM 6053.621094 1558539493.4542
MEM 6053.621094 1558539493.5675
MEM 6053.621094 1558539493.6810
MEM 6053.621094 1558539493.7941
MEM 6053.621094 1558539493.9073
MEM 6053.621094 1558539494.0209
MEM 6053.621094 1558539494.1345
MEM 6053.621094 1558539494.2480
MEM 6053.621094 1558539494.3614
MEM 6053.621094 1558539494.4747
MEM 6053.621094 1558539494.5882
MEM 6053.621094 1558539494.7016
MEM 6053.621094 1558539494.8146
MEM 6053.621094 1558539494.9278
MEM 6053.621094 1558539495.0409
MEM 6053.621094 1558539495.1545
MEM 6053.621094 1558539495.2678
MEM 6053.621094 1558539495.3812
MEM 6053.621094 1558539495.4947
MEM 6053.621094 1558539495.6084
MEM 6053.621094 1558539495.7219
MEM 6053.621094 1558539495.8353
MEM 6053.621094 1558539495.9485
MEM 6053.621094 1558539496.0620
MEM 6053.621094 1558539496.1756
MEM 6053.621094 1558539496.2889
MEM 6053.621094 1558539496.4025
MEM 6053.621094 1558539496.5157
MEM 6053.621094 1558539496.6293
MEM 6053.621094 1558539496.7427
MEM 6053.621094 1558539496.8557
MEM 6053.621094 1558539496.9690
MEM 6053.621094 1558539497.0825
MEM 6053.621094 1558539497.1960
MEM 6053.621094 1558539497.3095
MEM 6053.621094 1558539497.4229
MEM 6053.621094 1558539497.5365
MEM 6053.621094 1558539497.6500
MEM 6053.621094 1558539497.7635
MEM 6053.621094 1558539497.8771
MEM 6053.621094 1558539497.9904
MEM 6053.621094 1558539498.1040
MEM 6053.621094 1558539498.2175
MEM 6053.621094 1558539498.3309
MEM 6053.621094 1558539498.4444
MEM 6053.621094 1558539498.5577
MEM 6053.621094 1558539498.6712
MEM 6053.621094 1558539498.7848
MEM 6053.621094 1558539498.8978
MEM 6053.621094 1558539499.0111
MEM 6053.621094 1558539499.1246
MEM 6053.621094 1558539499.2381
MEM 6053.621094 1558539499.3515
MEM 6053.621094 1558539499.4648
MEM 6053.621094 1558539499.5784
MEM 6053.621094 1558539499.6918
MEM 6053.621094 1558539499.8054
MEM 6053.621094 1558539499.9188
MEM 6053.621094 1558539500.0322
MEM 6053.621094 1558539500.1458
MEM 6053.621094 1558539500.2592
MEM 6053.621094 1558539500.3723
MEM 6053.621094 1558539500.4858
MEM 6053.621094 1558539500.5993
MEM 6053.621094 1558539500.7128
MEM 6053.621094 1558539500.8259
MEM 6053.621094 1558539500.9389
MEM 6053.621094 1558539501.0522
MEM 6053.621094 1558539501.1658
MEM 6053.621094 1558539501.2793
MEM 6053.621094 1558539501.3928
MEM 6053.621094 1558539501.5062
MEM 6053.621094 1558539501.6197
MEM 6053.621094 1558539501.7333
MEM 6053.621094 1558539501.8468
MEM 6053.621094 1558539501.9603
MEM 6053.621094 1558539502.0737
MEM 6053.621094 1558539502.1872
MEM 6053.621094 1558539502.3009
MEM 6053.621094 1558539502.4141
MEM 6053.621094 1558539502.5276
MEM 6053.621094 1558539502.6407
MEM 6053.621094 1558539502.7543
MEM 6053.621094 1558539502.8680
MEM 6053.621094 1558539502.9813
MEM 6053.621094 1558539503.0947
MEM 6053.621094 1558539503.2083
MEM 6053.621094 1558539503.3218
MEM 6053.621094 1558539503.4351
MEM 6053.621094 1558539503.5486
MEM 6053.621094 1558539503.6622
MEM 6053.621094 1558539503.7757
MEM 6053.621094 1558539503.8893
MEM 6053.621094 1558539504.0026
MEM 6053.621094 1558539504.1163
MEM 6053.621094 1558539504.2299
MEM 6053.621094 1558539504.3434
MEM 6053.621094 1558539504.4570
MEM 6053.621094 1558539504.5703
MEM 6053.621094 1558539504.6837
MEM 6053.621094 1558539504.7974
MEM 6053.621094 1558539504.9110
MEM 6053.621094 1558539505.0239
MEM 6053.621094 1558539505.1375
MEM 6053.621094 1558539505.2510
MEM 6053.621094 1558539505.3650
MEM 6053.621094 1558539505.4787
MEM 6053.621094 1558539505.5921
MEM 6053.621094 1558539505.7056
MEM 6053.621094 1558539505.8191
MEM 6053.621094 1558539505.9328
MEM 6053.621094 1558539506.0460
MEM 6053.621094 1558539506.1602
MEM 6053.621094 1558539506.2737
MEM 6053.621094 1558539506.3871
MEM 6053.621094 1558539506.5008
MEM 6053.621094 1558539506.6141
MEM 6053.621094 1558539506.7276
MEM 6053.621094 1558539506.8411
MEM 6053.621094 1558539506.9546
MEM 6053.621094 1558539507.0679
MEM 6053.621094 1558539507.1813
MEM 6053.621094 1558539507.2945
MEM 6053.621094 1558539507.4081
MEM 6053.621094 1558539507.5216
MEM 6053.621094 1558539507.6350
MEM 6053.621094 1558539507.7486
MEM 6053.621094 1558539507.8621
MEM 6053.621094 1558539507.9755
MEM 6053.621094 1558539508.0891
MEM 6053.621094 1558539508.2027
MEM 6053.621094 1558539508.3161
MEM 6053.621094 1558539508.4297
MEM 6053.621094 1558539508.5433
MEM 6053.621094 1558539508.6573
MEM 6053.621094 1558539508.7715
MEM 6053.621094 1558539508.8854
MEM 6053.621094 1558539508.9986
MEM 6053.621094 1558539509.1121
MEM 6053.621094 1558539509.2258
MEM 6053.621094 1558539509.3394
MEM 6053.621094 1558539509.4532
MEM 6053.621094 1558539509.5668
MEM 6053.621094 1558539509.6805
MEM 6053.621094 1558539509.7949
MEM 6053.621094 1558539509.9089
MEM 6053.621094 1558539510.0228
MEM 6053.621094 1558539510.1365
MEM 6053.621094 1558539510.2502
MEM 6053.621094 1558539510.3640
MEM 6053.621094 1558539510.4779
MEM 6053.621094 1558539510.5914
MEM 6053.621094 1558539510.7051
MEM 6053.621094 1558539510.8198
MEM 6053.621094 1558539510.9342
MEM 6053.621094 1558539511.0479
MEM 6053.621094 1558539511.1611
MEM 6053.621094 1558539511.2747
MEM 6053.621094 1558539511.3885
MEM 6053.621094 1558539511.5021
MEM 6053.621094 1558539511.6158
MEM 6053.621094 1558539511.7296
MEM 6053.621094 1558539511.8442
MEM 6053.621094 1558539511.9589
MEM 6053.621094 1558539512.0730
MEM 6053.621094 1558539512.1868
MEM 6053.621094 1558539512.3003
MEM 6053.621094 1558539512.4139
MEM 6053.621094 1558539512.5275
MEM 6053.621094 1558539512.6409
MEM 6053.621094 1558539512.7546
MEM 6053.621094 1558539512.8683
MEM 6053.621094 1558539512.9840
MEM 6053.621094 1558539513.0955
MEM 6053.621094 1558539513.2094
MEM 6053.621094 1558539513.3233
MEM 6053.621094 1558539513.4368
MEM 6053.621094 1558539513.5507
MEM 6053.621094 1558539513.6644
MEM 6053.621094 1558539513.7780
MEM 6053.621094 1558539513.8918
MEM 6053.621094 1558539514.0056
MEM 6053.621094 1558539514.1204
MEM 6053.621094 1558539514.2356
MEM 6053.621094 1558539514.3499
MEM 6053.621094 1558539514.4658
MEM 6053.621094 1558539514.5805
MEM 6053.621094 1558539514.6952
MEM 6053.621094 1558539514.8097
MEM 6053.621094 1558539514.9243
MEM 6053.621094 1558539515.0384
MEM 6053.621094 1558539515.1517
MEM 6053.621094 1558539515.2653
MEM 6053.621094 1558539515.3788
MEM 6053.621094 1558539515.4924
MEM 6053.621094 1558539515.6061
MEM 6053.621094 1558539515.7196
MEM 6053.621094 1558539515.8333
MEM 6053.621094 1558539515.9467
MEM 6053.621094 1558539516.0604
MEM 6053.621094 1558539516.1738
MEM 6053.621094 1558539516.2882
MEM 6053.621094 1558539516.4062
MEM 6053.621094 1558539516.5205
MEM 6053.621094 1558539516.6342
MEM 6053.621094 1558539516.7479
MEM 6053.621094 1558539516.8613
MEM 6053.621094 1558539516.9750
MEM 6053.621094 1558539517.0885
MEM 6053.621094 1558539517.2015
MEM 6053.621094 1558539517.3152
MEM 6053.621094 1558539517.4286
MEM 6053.621094 1558539517.5421
MEM 6053.621094 1558539517.6558
MEM 6053.621094 1558539517.7726
MEM 6053.621094 1558539517.8856
MEM 6053.621094 1558539517.9992
MEM 6053.621094 1558539518.1129
MEM 6053.621094 1558539518.2266
MEM 6053.621094 1558539518.3400
MEM 6053.621094 1558539518.4537
MEM 6053.621094 1558539518.5674
MEM 6053.621094 1558539518.6809
MEM 6053.621094 1558539518.7946
MEM 6053.621094 1558539518.9082
MEM 6053.621094 1558539519.0219
MEM 6053.621094 1558539519.1353
MEM 6053.621094 1558539519.2483
MEM 6053.621094 1558539519.3620
MEM 6053.621094 1558539519.4756
MEM 6053.621094 1558539519.5891
MEM 6053.621094 1558539519.7027
MEM 6053.621094 1558539519.8161
MEM 6053.621094 1558539519.9296
MEM 6053.621094 1558539520.0433
MEM 6053.621094 1558539520.1571
MEM 6053.621094 1558539520.2705
MEM 6053.621094 1558539520.3842
MEM 6053.621094 1558539520.4982
MEM 6053.621094 1558539520.6118
MEM 6053.621094 1558539520.7255
MEM 6053.621094 1558539520.8389
MEM 6053.621094 1558539520.9524
MEM 6053.621094 1558539521.0660
MEM 6053.621094 1558539521.1793
MEM 6053.621094 1558539521.2922
MEM 6053.621094 1558539521.4060
MEM 6053.621094 1558539521.5199
MEM 6053.621094 1558539521.6335
MEM 6053.621094 1558539521.7475
MEM 6053.621094 1558539521.8615
MEM 6053.621094 1558539521.9753
MEM 6053.621094 1558539522.0892
MEM 6053.621094 1558539522.2028
MEM 6053.621094 1558539522.3161
MEM 6053.621094 1558539522.4297
MEM 6053.621094 1558539522.5434
MEM 6053.621094 1558539522.6571
MEM 6053.621094 1558539522.7710
MEM 6053.621094 1558539522.8847
MEM 6053.621094 1558539522.9984
MEM 6053.621094 1558539523.1136
MEM 6053.621094 1558539523.2316
MEM 6053.621094 1558539523.3424
MEM 6053.621094 1558539523.4539
MEM 6053.621094 1558539523.5686
MEM 6053.621094 1558539523.6812
MEM 6053.621094 1558539523.7960
MEM 6053.621094 1558539523.9100
MEM 6053.621094 1558539524.0237
MEM 6053.621094 1558539524.1374
MEM 6053.621094 1558539524.2509
MEM 6053.621094 1558539524.3644
MEM 6053.621094 1558539524.4782
MEM 6053.621094 1558539524.5920
MEM 6053.621094 1558539524.7054
MEM 6053.621094 1558539524.8190
MEM 6053.621094 1558539524.9327
MEM 6053.621094 1558539525.0460
MEM 6053.621094 1558539525.1597
MEM 6053.621094 1558539525.2731
MEM 6053.621094 1558539525.3866
MEM 6053.621094 1558539525.5003
MEM 6053.621094 1558539525.6138
MEM 6053.621094 1558539525.7274
MEM 6053.621094 1558539525.8410
MEM 6053.621094 1558539525.9546
MEM 6053.621094 1558539526.0682
MEM 6053.621094 1558539526.1818
MEM 6053.621094 1558539526.2955
MEM 6053.621094 1558539526.4093
MEM 6053.621094 1558539526.5230
MEM 6053.621094 1558539526.6364
MEM 6053.621094 1558539526.7500
MEM 6053.621094 1558539526.8636
MEM 6053.621094 1558539526.9770
MEM 6053.621094 1558539527.0907
MEM 6053.621094 1558539527.2053
MEM 6053.621094 1558539527.3188
MEM 6053.621094 1558539527.4324
MEM 6053.621094 1558539527.5460
MEM 6053.621094 1558539527.6592
MEM 6053.621094 1558539527.7729
MEM 6053.621094 1558539527.8866
MEM 6053.621094 1558539528.0002
MEM 6053.621094 1558539528.1138
MEM 6053.621094 1558539528.2270
